comparable_boundary_group_id	mapping_method	mapping_status	group_n_species	group_species_coverage	group_msa_column	run_id	species_id	scientific_name	protein_id	transcript_id	boundary_id	left_exon_id	right_exon_id	exon_transition	native_protein_position	msa_column	msa_mapping_status	nearest_domain_instance_id	nearest_domain_accession	nearest_domain_label	nearest_edge	nearest_edge_position	signed_distance	absolute_distance	boundary_class	domain_annotation_available	mapping_confidence	review_reason
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XM_078346639.1	XP_078202765.1:E4_E5	XP_078202765.1:exon4	XP_078202765.1:exon5	E4 → E5	227	444	mapped	IPR013098:190-267	IPR013098	Ig2	start	190	37	37	inside_domain	True	0.733	
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XM_063281079.1	XP_063137149.1:E4_E5	XP_063137149.1:exon4	XP_063137149.1:exon5	E4 → E5	227	444	mapped	IPR013098:190-267	IPR013098	Ig2	start	190	37	37	inside_domain	True	0.733	
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XM_070056995.1	XP_069913096.1:E4_E5	XP_069913096.1:exon4	XP_069913096.1:exon5	E4 → E5	227	444	mapped	IPR013098:190-267	IPR013098	Ig2	start	190	37	37	inside_domain	True	0.733	
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	felis_catus	Felis catus	XP_044896695.1	XM_045040760.1	XP_044896695.1:E4_E5	XP_044896695.1:exon4	XP_044896695.1:exon5	E4 → E5	227	444	mapped	IPR013098:190-267	IPR013098	Ig2	start	190	37	37	inside_domain	True	0.733	
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	bos_taurus	Bos taurus	XP_059737724.1	XM_059881741.1	XP_059737724.1:E4_E5	XP_059737724.1:exon4	XP_059737724.1:exon5	E4 → E5	227	444	mapped	IPR013098:190-267	IPR013098	Ig2	start	190	37	37	inside_domain	True	0.733	
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	sus_scrofa	Sus scrofa	XP_084849197.1	XM_084993071.1	XP_084849197.1:E4_E5	XP_084849197.1:exon4	XP_084849197.1:exon5	E4 → E5	227	444	mapped	IPR013098:190-267	IPR013098	Ig2	start	190	37	37	inside_domain	True	0.733	
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	equus_caballus	Equus caballus	XP_014588430.1	XM_014732944.3	XP_014588430.1:E5_E6	XP_014588430.1:exon5	XP_014588430.1:exon6	E5 → E6	277	444	mapped	IPR013098:240-317	IPR013098	Ig2	start	240	37	37	inside_domain	True	0.733	
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	ovis_aries	Ovis aries	XP_060260490.1	XM_060404507.1	XP_060260490.1:E4_E5	XP_060260490.1:exon4	XP_060260490.1:exon5	E4 → E5	227	444	mapped	IPR013098:190-267	IPR013098	Ig2	start	190	37	37	inside_domain	True	0.733	
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XM_056803264.1	XP_056659242.1:E4_E5	XP_056659242.1:exon4	XP_056659242.1:exon5	E4 → E5	226	444	mapped	IPR013098:189-266	IPR013098	Ig2	start	189	37	37	inside_domain	True	0.733	
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XM_029080811.2	XP_028936644.1:E4_E5	XP_028936644.1:exon4	XP_028936644.1:exon5	E4 → E5	226	444	mapped	IPR013098:189-266	IPR013098	Ig2	start	189	37	37	inside_domain	True	0.733	
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	gallus_gallus	Gallus gallus	NP_990650.2	NM_205319.4	NP_990650.2:E4_E5	NP_990650.2:exon4	NP_990650.2:exon5	E4 → E5	229	444	mapped	IPR013098:192-269	IPR013098	Ig2	start	192	37	37	inside_domain	True	0.733	
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XM_072931308.1	XP_072787409.1:E5_E6	XP_072787409.1:exon5	XP_072787409.1:exon6	E5 → E6	277	444	mapped	IPR013098:240-317	IPR013098	Ig2	start	240	37	37	inside_domain	True	0.733	
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XM_062976011.1	XP_062832081.1:E5_E6	XP_062832081.1:exon5	XP_062832081.1:exon6	E5 → E6	260	444	mapped	IPR013098:223-300	IPR013098	Ig2	start	223	37	37	inside_domain	True	0.733	
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XM_006266126.4	XP_006266188.1:E4_E5	XP_006266188.1:exon4	XP_006266188.1:exon5	E4 → E5	229	444	mapped	IPR013098:192-269	IPR013098	Ig2	start	192	37	37	inside_domain	True	0.733	
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XM_065552341.1	XP_065408413.1:E4_E5	XP_065408413.1:exon4	XP_065408413.1:exon5	E4 → E5	227	444	mapped	IPR013098:190-267	IPR013098	Ig2	start	190	37	37	inside_domain	True	0.733	
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XM_069611955.1	XP_069468056.1:E4_E5	XP_069468056.1:exon4	XP_069468056.1:exon5	E4 → E5	226	444	mapped	IPR013098:189-266	IPR013098	Ig2	start	189	37	37	inside_domain	True	0.733	
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	danio_rerio	Danio rerio	XP_068081038.1	XM_068224937.2	XP_068081038.1:E4_E5	XP_068081038.1:exon4	XP_068081038.1:exon5	E4 → E5	231	444	mapped	IPR013098:193-271	IPR013098	Ig2	start	193	38	38	inside_domain	True	0.733	
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	oryzias_latipes	Oryzias latipes	XP_078787744.1	XM_078931618.1	XP_078787744.1:E4_E5	XP_078787744.1:exon4	XP_078787744.1:exon5	E4 → E5	224	444	mapped	IPR013098:187-264	IPR013098	Ig2	start	187	37	37	inside_domain	True	0.733	
CBG18	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	444	example	oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	ENSONIT00000047381	ENSONIP00000063320:E4_E5	ENSONIP00000063320:exon4	ENSONIP00000063320:exon5	E4 → E5	206	444	mapped	IPR013098:168-246	IPR013098	Ig2	start	168	38	38	inside_domain	True	0.733	
CBG19	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	486	example	pan_troglodytes	Pan troglodytes	XP_054516514.1	XM_054660539.2	XP_054516514.1:E5_E6	XP_054516514.1:exon5	XP_054516514.1:exon6	E5 → E6	269	486	mapped	IPR013098:190-267	IPR013098	Ig2	end	267	2	2	near_domain_edge	True	0.733	
CBG19	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	486	example	pongo_abelii	Pongo abelii	XP_024108704.1	XM_024252936	XP_024108704.1:E5_E6	XP_024108704.1:exon5	XP_024108704.1:exon6	E5 → E6	269	486	mapped	IPR013098:190-267	IPR013098	Ig2	end	267	2	2	near_domain_edge	True	0.733	
CBG19	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	486	example	macaca_mulatta	Macaca mulatta	XP_077803775.1	XM_077947649.1	XP_077803775.1:E5_E6	XP_077803775.1:exon5	XP_077803775.1:exon6	E5 → E6	269	486	mapped	IPR013098:190-267	IPR013098	Ig2	end	267	2	2	near_domain_edge	True	0.733	
CBG19	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	486	example	callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XM_078346639.1	XP_078202765.1:E5_E6	XP_078202765.1:exon5	XP_078202765.1:exon6	E5 → E6	269	486	mapped	IPR013098:190-267	IPR013098	Ig2	end	267	2	2	near_domain_edge	True	0.733	
CBG19	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	486	example	rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XM_063281079.1	XP_063137149.1:E5_E6	XP_063137149.1:exon5	XP_063137149.1:exon6	E5 → E6	269	486	mapped	IPR013098:190-267	IPR013098	Ig2	end	267	2	2	near_domain_edge	True	0.733	
CBG19	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	486	example	oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XM_070056995.1	XP_069913096.1:E5_E6	XP_069913096.1:exon5	XP_069913096.1:exon6	E5 → E6	269	486	mapped	IPR013098:190-267	IPR013098	Ig2	end	267	2	2	near_domain_edge	True	0.733	
CBG19	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	486	example	felis_catus	Felis catus	XP_044896695.1	XM_045040760.1	XP_044896695.1:E5_E6	XP_044896695.1:exon5	XP_044896695.1:exon6	E5 → E6	269	486	mapped	IPR013098:190-267	IPR013098	Ig2	end	267	2	2	near_domain_edge	True	0.733	
CBG19	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	486	example	bos_taurus	Bos taurus	XP_059737724.1	XM_059881741.1	XP_059737724.1:E5_E6	XP_059737724.1:exon5	XP_059737724.1:exon6	E5 → E6	269	486	mapped	IPR013098:190-267	IPR013098	Ig2	end	267	2	2	near_domain_edge	True	0.733	
CBG19	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	486	example	sus_scrofa	Sus scrofa	XP_084849197.1	XM_084993071.1	XP_084849197.1:E5_E6	XP_084849197.1:exon5	XP_084849197.1:exon6	E5 → E6	269	486	mapped	IPR013098:190-267	IPR013098	Ig2	end	267	2	2	near_domain_edge	True	0.733	
CBG19	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	486	example	equus_caballus	Equus caballus	XP_014588430.1	XM_014732944.3	XP_014588430.1:E6_E7	XP_014588430.1:exon6	XP_014588430.1:exon7	E6 → E7	319	486	mapped	IPR013098:240-317	IPR013098	Ig2	end	317	2	2	near_domain_edge	True	0.733	
CBG19	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	486	example	ovis_aries	Ovis aries	XP_060260490.1	XM_060404507.1	XP_060260490.1:E5_E6	XP_060260490.1:exon5	XP_060260490.1:exon6	E5 → E6	269	486	mapped	IPR013098:190-267	IPR013098	Ig2	end	267	2	2	near_domain_edge	True	0.733	
CBG19	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	486	example	monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XM_056803264.1	XP_056659242.1:E5_E6	XP_056659242.1:exon5	XP_056659242.1:exon6	E5 → E6	268	486	mapped	IPR013098:189-266	IPR013098	Ig2	end	266	2	2	near_domain_edge	True	0.733	
CBG19	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	486	example	ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XM_029080811.2	XP_028936644.1:E5_E6	XP_028936644.1:exon5	XP_028936644.1:exon6	E5 → E6	268	486	mapped	IPR013098:189-266	IPR013098	Ig2	end	266	2	2	near_domain_edge	True	0.733	
CBG19	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	486	example	gallus_gallus	Gallus gallus	NP_990650.2	NM_205319.4	NP_990650.2:E5_E6	NP_990650.2:exon5	NP_990650.2:exon6	E5 → E6	271	486	mapped	IPR013098:192-269	IPR013098	Ig2	end	269	2	2	near_domain_edge	True	0.733	
CBG19	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	486	example	taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XM_072931308.1	XP_072787409.1:E6_E7	XP_072787409.1:exon6	XP_072787409.1:exon7	E6 → E7	319	486	mapped	IPR013098:240-317	IPR013098	Ig2	end	317	2	2	near_domain_edge	True	0.733	
CBG19	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	486	example	anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XM_062976011.1	XP_062832081.1:E6_E7	XP_062832081.1:exon6	XP_062832081.1:exon7	E6 → E7	302	486	mapped	IPR013098:223-300	IPR013098	Ig2	end	300	2	2	near_domain_edge	True	0.733	
CBG19	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	486	example	alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XM_006266126.4	XP_006266188.1:E5_E6	XP_006266188.1:exon5	XP_006266188.1:exon6	E5 → E6	271	486	mapped	IPR013098:192-269	IPR013098	Ig2	end	269	2	2	near_domain_edge	True	0.733	
