species	isoform	transcript_id	protein_id	protein_length	feature_type	feature_label	start_aa	end_aa	track	source	status
danio_rerio	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon	exon 9 (CDS9)	451	497	exon	figure3C	coordinate_mapped
danio_rerio	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon	exon 10 (CDS10)	497	538	exon	figure3C	coordinate_mapped
danio_rerio	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon	exon 11 (CDS11)	538	575	exon	figure3C	coordinate_mapped
danio_rerio	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon	exon 12 (CDS12)	575	638	exon	figure3C	coordinate_mapped
danio_rerio	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon	exon 13 (CDS13)	639	679	exon	figure3C	coordinate_mapped
danio_rerio	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon	exon 14 (CDS14)	680	703	exon	figure3C	coordinate_mapped
danio_rerio	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon	exon 15 (CDS15)	703	749	exon	figure3C	coordinate_mapped
danio_rerio	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon	exon 16 (CDS16)	749	784	exon	figure3C	coordinate_mapped
danio_rerio	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon	exon 17 (CDS17)	785	839	exon	figure3C	coordinate_mapped
danio_rerio	IIIc	XM_068224937.2	XP_068081038.1	840	warning	signal peptide not annotated (no signal-peptide predictor)			warning	qc	architecture_supported_with_minor_flags
danio_rerio	IIIc	XM_068224937.2	XP_068081038.1	840	warning	Ig1/Ig2/Ig3 numbering positional only (no CDD FGFR-specific Ig numbering)			warning	qc	architecture_supported_with_minor_flags
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	ig_like_domain	Ig1	114	178	domain	interproscan	representative
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	ig_like_domain	Ig2	240	317	domain	interproscan	representative
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	ig_like_domain	Ig3	332	426	domain	interproscan	representative
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	transmembrane_pytmhmm	TM	444	466	domain	pyTMHMM	receptor_tm
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	kinase_domain	kinase	507	840	domain	interproscan	representative
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	other_domain	FGFR family fingerprint	77	869	domain	interproscan	family_level
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon	exon 1 (CDS1)	1	9	exon	figure3C	coordinate_mapped
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon	exon 2 (CDS2)	9	106	exon	figure3C	coordinate_mapped
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon	exon 3 (CDS3)	106	195	exon	figure3C	coordinate_mapped
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon	exon 4 (CDS4)	195	221	exon	figure3C	coordinate_mapped
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon	exon 5 (CDS5)	221	277	exon	figure3C	coordinate_mapped
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon	exon 6 (CDS6)	278	319	exon	figure3C	coordinate_mapped
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon	exon 7 (CDS7)	319	382	exon	figure3C	coordinate_mapped
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	IIIb_slot	exon 8 (IIIb cassette)	383	431	cassette	figure3C	coordinate_mapped
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon	exon 9 (CDS9)	431	498	exon	figure3C	coordinate_mapped
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon	exon 10 (CDS10)	499	549	exon	figure3C	coordinate_mapped
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon	exon 11 (CDS11)	549	590	exon	figure3C	coordinate_mapped
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon	exon 12 (CDS12)	590	627	exon	figure3C	coordinate_mapped
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon	exon 13 (CDS13)	627	690	exon	figure3C	coordinate_mapped
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon	exon 14 (CDS14)	691	731	exon	figure3C	coordinate_mapped
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon	exon 15 (CDS15)	732	755	exon	figure3C	coordinate_mapped
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon	exon 16 (CDS16)	755	801	exon	figure3C	coordinate_mapped
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon	exon 17 (CDS17)	801	836	exon	figure3C	coordinate_mapped
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon	exon 18 (CDS18)	837	887	exon	figure3C	coordinate_mapped
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	warning	signal peptide not annotated (no signal-peptide predictor)			warning	qc	architecture_supported_with_minor_flags
equus_caballus	IIIb	XM_014732943.3	XP_014588429.1	887	warning	Ig1/Ig2/Ig3 numbering positional only (no CDD FGFR-specific Ig numbering)			warning	qc	architecture_supported_with_minor_flags
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	ig_like_domain	Ig1	114	178	domain	interproscan	representative
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	ig_like_domain	Ig2	240	317	domain	interproscan	representative
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	ig_like_domain	Ig3	335	415	domain	interproscan	representative
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	transmembrane_pytmhmm	TM	443	465	domain	pyTMHMM	receptor_tm
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	kinase_domain	kinase	506	839	domain	interproscan	representative
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	other_domain	FGFR family fingerprint	77	868	domain	interproscan	family_level
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon	exon 1 (CDS1)	1	9	exon	figure3C	coordinate_mapped
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon	exon 2 (CDS2)	9	106	exon	figure3C	coordinate_mapped
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon	exon 3 (CDS3)	106	195	exon	figure3C	coordinate_mapped
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon	exon 4 (CDS4)	195	221	exon	figure3C	coordinate_mapped
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon	exon 5 (CDS5)	221	277	exon	figure3C	coordinate_mapped
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon	exon 6 (CDS6)	278	319	exon	figure3C	coordinate_mapped
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon	exon 7 (CDS7)	319	382	exon	figure3C	coordinate_mapped
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	IIIc_slot	exon 8 (IIIc cassette)	383	432	cassette	figure3C	coordinate_mapped
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon	exon 9 (CDS9)	432	499	exon	figure3C	coordinate_mapped
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon	exon 10 (CDS10)	500	550	exon	figure3C	coordinate_mapped
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon	exon 11 (CDS11)	550	591	exon	figure3C	coordinate_mapped
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon	exon 12 (CDS12)	591	628	exon	figure3C	coordinate_mapped
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon	exon 13 (CDS13)	628	691	exon	figure3C	coordinate_mapped
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon	exon 14 (CDS14)	692	732	exon	figure3C	coordinate_mapped
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon	exon 15 (CDS15)	733	756	exon	figure3C	coordinate_mapped
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon	exon 16 (CDS16)	756	802	exon	figure3C	coordinate_mapped
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon	exon 17 (CDS17)	802	837	exon	figure3C	coordinate_mapped
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon	exon 18 (CDS18)	838	886	exon	figure3C	coordinate_mapped
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	warning	signal peptide not annotated (no signal-peptide predictor)			warning	qc	architecture_supported_with_minor_flags
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	warning	Ig1/Ig2/Ig3 numbering positional only (no CDD FGFR-specific Ig numbering)			warning	qc	architecture_supported_with_minor_flags
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	warning	final coding-exon block end clamped to protein length (+1/+2 aa codon-boundary rounding)			warning	qc	architecture_supported_with_minor_flags
equus_caballus	IIIc	XM_014732944.3	XP_014588430.1	886	warning	coordinates otherwise unchanged			warning	qc	architecture_supported_with_minor_flags
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	ig_like_domain	Ig1	65	129	domain	interproscan	representative
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	ig_like_domain	Ig2	190	267	domain	interproscan	representative
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	ig_like_domain	Ig3	282	376	domain	interproscan	representative
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	transmembrane_pytmhmm	TM	394	416	domain	pyTMHMM	receptor_tm
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	transmembrane_pytmhmm	sig. anchor	20	39	domain	pyTMHMM	n_terminal_signal_anchor
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	kinase_domain	kinase	457	790	domain	interproscan	representative
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	other_domain	FGFR family fingerprint	28	836	domain	interproscan	family_level
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	coding_exon	exon 1 (CDS1)	1	57	exon	figure3C	coordinate_mapped
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	coding_exon	exon 2 (CDS2)	57	146	exon	figure3C	coordinate_mapped
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	coding_exon	exon 3 (CDS3)	146	171	exon	figure3C	coordinate_mapped
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	coding_exon	exon 4 (CDS4)	171	227	exon	figure3C	coordinate_mapped
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	coding_exon	exon 5 (CDS5)	228	269	exon	figure3C	coordinate_mapped
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	coding_exon	exon 6 (CDS6)	269	332	exon	figure3C	coordinate_mapped
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	IIIb_slot	exon 7 (IIIb cassette)	333	381	cassette	figure3C	coordinate_mapped
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	coding_exon	exon 8 (CDS8)	381	448	exon	figure3C	coordinate_mapped
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	coding_exon	exon 9 (CDS9)	449	499	exon	figure3C	coordinate_mapped
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	coding_exon	exon 10 (CDS10)	499	540	exon	figure3C	coordinate_mapped
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	coding_exon	exon 11 (CDS11)	540	577	exon	figure3C	coordinate_mapped
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	coding_exon	exon 12 (CDS12)	577	640	exon	figure3C	coordinate_mapped
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	coding_exon	exon 13 (CDS13)	641	681	exon	figure3C	coordinate_mapped
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	coding_exon	exon 14 (CDS14)	682	705	exon	figure3C	coordinate_mapped
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	coding_exon	exon 15 (CDS15)	705	751	exon	figure3C	coordinate_mapped
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	coding_exon	exon 16 (CDS16)	751	786	exon	figure3C	coordinate_mapped
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	coding_exon	exon 17 (CDS17)	787	841	exon	figure3C	coordinate_mapped
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	warning	signal region supported by N-terminal pyTMHMM anchor (no dedicated signal-peptide predictor)			warning	qc	architecture_supported
felis_catus	IIIb	XM_045040759.1	XP_044896694.1	841	warning	Ig1/Ig2/Ig3 numbering positional only (no CDD FGFR-specific Ig numbering)			warning	qc	architecture_supported
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	ig_like_domain	Ig1	65	129	domain	interproscan	representative
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	ig_like_domain	Ig2	190	267	domain	interproscan	representative
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	ig_like_domain	Ig3	285	365	domain	interproscan	representative
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	transmembrane_pytmhmm	TM	393	415	domain	pyTMHMM	receptor_tm
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	transmembrane_pytmhmm	sig. anchor	20	39	domain	pyTMHMM	n_terminal_signal_anchor
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	kinase_domain	kinase	456	789	domain	interproscan	representative
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	other_domain	FGFR family fingerprint	28	835	domain	interproscan	family_level
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	coding_exon	exon 1 (CDS1)	1	57	exon	figure3C	coordinate_mapped
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	coding_exon	exon 2 (CDS2)	57	146	exon	figure3C	coordinate_mapped
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	coding_exon	exon 3 (CDS3)	146	171	exon	figure3C	coordinate_mapped
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	coding_exon	exon 4 (CDS4)	171	227	exon	figure3C	coordinate_mapped
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	coding_exon	exon 5 (CDS5)	228	269	exon	figure3C	coordinate_mapped
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	coding_exon	exon 6 (CDS6)	269	332	exon	figure3C	coordinate_mapped
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	IIIc_slot	exon 7 (IIIc cassette)	333	382	cassette	figure3C	coordinate_mapped
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	coding_exon	exon 8 (CDS8)	382	449	exon	figure3C	coordinate_mapped
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	coding_exon	exon 9 (CDS9)	450	500	exon	figure3C	coordinate_mapped
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	coding_exon	exon 10 (CDS10)	500	541	exon	figure3C	coordinate_mapped
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	coding_exon	exon 11 (CDS11)	541	578	exon	figure3C	coordinate_mapped
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	coding_exon	exon 12 (CDS12)	578	641	exon	figure3C	coordinate_mapped
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	coding_exon	exon 13 (CDS13)	642	682	exon	figure3C	coordinate_mapped
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	coding_exon	exon 14 (CDS14)	683	706	exon	figure3C	coordinate_mapped
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	coding_exon	exon 15 (CDS15)	706	752	exon	figure3C	coordinate_mapped
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	coding_exon	exon 16 (CDS16)	752	787	exon	figure3C	coordinate_mapped
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	coding_exon	exon 17 (CDS17)	788	840	exon	figure3C	coordinate_mapped
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	warning	signal region supported by N-terminal pyTMHMM anchor (no dedicated signal-peptide predictor)			warning	qc	architecture_supported
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	warning	Ig1/Ig2/Ig3 numbering positional only (no CDD FGFR-specific Ig numbering)			warning	qc	architecture_supported
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	warning	final coding-exon block end clamped to protein length (+1/+2 aa codon-boundary rounding)			warning	qc	architecture_supported
felis_catus	IIIc	XM_045040760.1	XP_044896695.1	840	warning	coordinates otherwise unchanged			warning	qc	architecture_supported
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	ig_like_domain	Ig1	67	131	domain	interproscan	representative
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	ig_like_domain	Ig2	192	269	domain	interproscan	representative
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	ig_like_domain	Ig3	284	378	domain	interproscan	representative
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	transmembrane_pytmhmm	TM	396	418	domain	pyTMHMM	receptor_tm
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	transmembrane_pytmhmm	sig. anchor	19	41	domain	pyTMHMM	n_terminal_signal_anchor
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	kinase_domain	kinase	459	792	domain	interproscan	representative
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	other_domain	FGFR family fingerprint	28	838	domain	interproscan	family_level
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	coding_exon	exon 1 (CDS1)	1	59	exon	figure3C	coordinate_mapped
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	coding_exon	exon 2 (CDS2)	59	148	exon	figure3C	coordinate_mapped
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	coding_exon	exon 3 (CDS3)	148	173	exon	figure3C	coordinate_mapped
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	coding_exon	exon 4 (CDS4)	173	229	exon	figure3C	coordinate_mapped
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	coding_exon	exon 5 (CDS5)	230	271	exon	figure3C	coordinate_mapped
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	coding_exon	exon 6 (CDS6)	271	334	exon	figure3C	coordinate_mapped
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	IIIb_slot	exon 7 (IIIb cassette)	335	383	cassette	figure3C	coordinate_mapped
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	coding_exon	exon 8 (CDS8)	383	450	exon	figure3C	coordinate_mapped
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	coding_exon	exon 9 (CDS9)	451	501	exon	figure3C	coordinate_mapped
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	coding_exon	exon 10 (CDS10)	501	542	exon	figure3C	coordinate_mapped
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	coding_exon	exon 11 (CDS11)	542	579	exon	figure3C	coordinate_mapped
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	coding_exon	exon 12 (CDS12)	579	642	exon	figure3C	coordinate_mapped
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	coding_exon	exon 13 (CDS13)	643	683	exon	figure3C	coordinate_mapped
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	coding_exon	exon 14 (CDS14)	684	707	exon	figure3C	coordinate_mapped
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	coding_exon	exon 15 (CDS15)	707	753	exon	figure3C	coordinate_mapped
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	coding_exon	exon 16 (CDS16)	753	788	exon	figure3C	coordinate_mapped
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	coding_exon	exon 17 (CDS17)	789	843	exon	figure3C	coordinate_mapped
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	warning	signal region supported by N-terminal pyTMHMM anchor (no dedicated signal-peptide predictor)			warning	qc	architecture_supported
gallus_gallus	IIIb	XM_046942740.1	XP_046798696.1	843	warning	Ig1/Ig2/Ig3 numbering positional only (no CDD FGFR-specific Ig numbering)			warning	qc	architecture_supported
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	ig_like_domain	Ig1	67	131	domain	interproscan	representative
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	ig_like_domain	Ig2	192	269	domain	interproscan	representative
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	ig_like_domain	Ig3	286	367	domain	interproscan	representative
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	transmembrane_pytmhmm	TM	395	417	domain	pyTMHMM	receptor_tm
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	transmembrane_pytmhmm	sig. anchor	19	41	domain	pyTMHMM	n_terminal_signal_anchor
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	kinase_domain	kinase	458	791	domain	interproscan	representative
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	other_domain	FGFR family fingerprint	28	837	domain	interproscan	family_level
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	coding_exon	exon 1 (CDS1)	1	59	exon	figure3C	coordinate_mapped
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	coding_exon	exon 2 (CDS2)	59	148	exon	figure3C	coordinate_mapped
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	coding_exon	exon 3 (CDS3)	148	173	exon	figure3C	coordinate_mapped
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	coding_exon	exon 4 (CDS4)	173	229	exon	figure3C	coordinate_mapped
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	coding_exon	exon 5 (CDS5)	230	271	exon	figure3C	coordinate_mapped
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	coding_exon	exon 6 (CDS6)	271	334	exon	figure3C	coordinate_mapped
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	IIIc_slot	exon 7 (IIIc cassette)	335	384	cassette	figure3C	coordinate_mapped
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	coding_exon	exon 8 (CDS8)	384	451	exon	figure3C	coordinate_mapped
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	coding_exon	exon 9 (CDS9)	452	502	exon	figure3C	coordinate_mapped
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	coding_exon	exon 10 (CDS10)	502	543	exon	figure3C	coordinate_mapped
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	coding_exon	exon 11 (CDS11)	543	580	exon	figure3C	coordinate_mapped
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	coding_exon	exon 12 (CDS12)	580	643	exon	figure3C	coordinate_mapped
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	coding_exon	exon 13 (CDS13)	644	684	exon	figure3C	coordinate_mapped
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	coding_exon	exon 14 (CDS14)	685	708	exon	figure3C	coordinate_mapped
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	coding_exon	exon 15 (CDS15)	708	754	exon	figure3C	coordinate_mapped
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	coding_exon	exon 16 (CDS16)	754	789	exon	figure3C	coordinate_mapped
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	coding_exon	exon 17 (CDS17)	790	842	exon	figure3C	coordinate_mapped
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	warning	signal region supported by N-terminal pyTMHMM anchor (no dedicated signal-peptide predictor)			warning	qc	architecture_supported
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	warning	Ig1/Ig2/Ig3 numbering positional only (no CDD FGFR-specific Ig numbering)			warning	qc	architecture_supported
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	warning	final coding-exon block end clamped to protein length (+1/+2 aa codon-boundary rounding)			warning	qc	architecture_supported
gallus_gallus	IIIc	NM_205319.4	NP_990650.2	842	warning	coordinates otherwise unchanged			warning	qc	architecture_supported
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	ig_like_domain	Ig1	74	168	domain	interproscan	representative
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	ig_like_domain	Ig2	299	376	domain	interproscan	representative
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	ig_like_domain	Ig3	391	485	domain	interproscan	representative
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	transmembrane_pytmhmm	TM	499	521	domain	pyTMHMM	receptor_tm
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	transmembrane_pytmhmm	sig. anchor	12	34	domain	pyTMHMM	n_terminal_signal_anchor
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	kinase_domain	kinase	559	880	domain	interproscan	representative
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	other_domain	FGFR family fingerprint	63	886	domain	interproscan	family_level
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	coding_exon	exon 1 (CDS1)	1	66	exon	cds_features_native (ENSGACT00000078064)	native_reconstructed
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	coding_exon	exon 2 (CDS2)	66	112	exon	cds_features_native (ENSGACT00000078064)	native_reconstructed
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	coding_exon	exon 3 (CDS3)	112	135	exon	cds_features_native (ENSGACT00000078064)	native_reconstructed
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	coding_exon	exon 4 (CDS4)	136	176	exon	cds_features_native (ENSGACT00000078064)	native_reconstructed
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	coding_exon	exon 5 (CDS5)	177	240	exon	cds_features_native (ENSGACT00000078064)	native_reconstructed
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	coding_exon	exon 6 (CDS6)	240	277	exon	cds_features_native (ENSGACT00000078064)	native_reconstructed
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	coding_exon	exon 7 (CDS7)	277	318	exon	cds_features_native (ENSGACT00000078064)	native_reconstructed
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	coding_exon	exon 8 (CDS8)	318	364	exon	cds_features_native (ENSGACT00000078064)	native_reconstructed
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	coding_exon	exon 9 (CDS9)	365	429	exon	cds_features_native (ENSGACT00000078064)	native_reconstructed
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	IIIb_slot	exon 10 (CDS10)	429	475	cassette	figure3C	coordinate_mapped
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	coding_exon	exon 11 (CDS11)	476	539	exon	cds_features_native (ENSGACT00000078064)	native_reconstructed
gasterosteus_aculeatus	IIIb	ENSGACT00000078064	ENSGACP00000047216	915	coding_exon	exon 12 (CDS12)	539	580	exon	cds_features_native (ENSGACT00000078064)	native_reconstructed
