species_id	scientific_name	protein_id	exon_id	exon_label	native_start	native_end	msa_start_column	msa_end_column	msa_mapping_status
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XP_056659242.1:exon14	E14	682	705	905	928	mapped
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XP_056659242.1:exon15	E15	705	751	928	974	mapped
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XP_056659242.1:exon16	E16	751	786	974	1009	mapped
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XP_056659242.1:exon17	E17	787	839	1010	1091	mapped
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XP_028936644.1:exon1	E1	1	56	94	159	mapped
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XP_028936644.1:exon2	E2	56	145	159	356	mapped
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XP_028936644.1:exon3	E3	145	170	356	388	mapped
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XP_028936644.1:exon4	E4	170	226	388	444	mapped
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XP_028936644.1:exon5	E5	227	268	445	486	mapped
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XP_028936644.1:exon6	E6	268	331	486	549	mapped
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XP_028936644.1:exon7	E7	332	381	550	604	mapped
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XP_028936644.1:exon8	E8	381	448	604	671	mapped
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XP_028936644.1:exon9	E9	449	499	672	722	mapped
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XP_028936644.1:exon10	E10	499	540	722	763	mapped
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XP_028936644.1:exon11	E11	540	577	763	800	mapped
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XP_028936644.1:exon12	E12	577	640	800	863	mapped
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XP_028936644.1:exon13	E13	641	681	864	904	mapped
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XP_028936644.1:exon14	E14	682	705	905	928	mapped
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XP_028936644.1:exon15	E15	705	751	928	974	mapped
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XP_028936644.1:exon16	E16	751	786	974	1009	mapped
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XP_028936644.1:exon17	E17	787	839	1010	1091	mapped
gallus_gallus	Gallus gallus	NP_990650.2	NP_990650.2:exon1	E1	1	59	94	159	mapped
gallus_gallus	Gallus gallus	NP_990650.2	NP_990650.2:exon2	E2	59	148	159	356	mapped
gallus_gallus	Gallus gallus	NP_990650.2	NP_990650.2:exon3	E3	148	173	356	388	mapped
gallus_gallus	Gallus gallus	NP_990650.2	NP_990650.2:exon4	E4	173	229	388	444	mapped
gallus_gallus	Gallus gallus	NP_990650.2	NP_990650.2:exon5	E5	230	271	445	486	mapped
gallus_gallus	Gallus gallus	NP_990650.2	NP_990650.2:exon6	E6	271	334	486	549	mapped
gallus_gallus	Gallus gallus	NP_990650.2	NP_990650.2:exon7	E7	335	384	550	604	mapped
gallus_gallus	Gallus gallus	NP_990650.2	NP_990650.2:exon8	E8	384	451	604	671	mapped
gallus_gallus	Gallus gallus	NP_990650.2	NP_990650.2:exon9	E9	452	502	672	722	mapped
gallus_gallus	Gallus gallus	NP_990650.2	NP_990650.2:exon10	E10	502	543	722	763	mapped
gallus_gallus	Gallus gallus	NP_990650.2	NP_990650.2:exon11	E11	543	580	763	800	mapped
gallus_gallus	Gallus gallus	NP_990650.2	NP_990650.2:exon12	E12	580	643	800	863	mapped
gallus_gallus	Gallus gallus	NP_990650.2	NP_990650.2:exon13	E13	644	684	864	904	mapped
gallus_gallus	Gallus gallus	NP_990650.2	NP_990650.2:exon14	E14	685	708	905	928	mapped
gallus_gallus	Gallus gallus	NP_990650.2	NP_990650.2:exon15	E15	708	754	928	974	mapped
gallus_gallus	Gallus gallus	NP_990650.2	NP_990650.2:exon16	E16	754	789	974	1009	mapped
gallus_gallus	Gallus gallus	NP_990650.2	NP_990650.2:exon17	E17	790	842	1010	1091	mapped
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	ENSMGAP00000031571:exon1	E1	1	103	292	433	mapped
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	ENSMGAP00000031571:exon2	E2	104	167	434	497	mapped
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	ENSMGAP00000031571:exon3	E3	167	204	497	534	mapped
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	ENSMGAP00000031571:exon4	E4	204	245	534	575	mapped
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	ENSMGAP00000031571:exon5	E5	245	295	575	630	mapped
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	ENSMGAP00000031571:exon6	E6	296	361	631	698	mapped
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	ENSMGAP00000031571:exon7	E7	361	409	698	746	mapped
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	ENSMGAP00000031571:exon8	E8	410	473	747	810	mapped
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	ENSMGAP00000031571:exon9	E9	473	514	810	851	mapped
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	ENSMGAP00000031571:exon10	E10	515	571	852	908	mapped
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	ENSMGAP00000031571:exon11	E11	571	627	908	1091	mapped
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XP_072787409.1:exon1	E1	1	21	1	21	mapped
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XP_072787409.1:exon2	E2	21	107	21	159	mapped
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XP_072787409.1:exon3	E3	107	196	159	356	mapped
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XP_072787409.1:exon4	E4	196	221	356	388	mapped
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XP_072787409.1:exon5	E5	221	277	388	444	mapped
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XP_072787409.1:exon6	E6	278	319	445	486	mapped
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XP_072787409.1:exon7	E7	319	382	486	549	mapped
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XP_072787409.1:exon8	E8	383	432	550	604	mapped
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XP_072787409.1:exon9	E9	432	500	604	672	mapped
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XP_072787409.1:exon10	E10	500	550	672	722	mapped
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XP_072787409.1:exon11	E11	550	591	722	763	mapped
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XP_072787409.1:exon12	E12	591	628	763	800	mapped
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XP_072787409.1:exon13	E13	628	691	800	863	mapped
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XP_072787409.1:exon14	E14	692	732	864	904	mapped
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XP_072787409.1:exon15	E15	733	756	905	928	mapped
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XP_072787409.1:exon16	E16	756	802	928	974	mapped
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XP_072787409.1:exon17	E17	802	837	974	1009	mapped
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XP_072787409.1:exon18	E18	838	890	1010	1091	mapped
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XP_062832081.1:exon1	E1	1	7	1	22	mapped
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XP_062832081.1:exon2	E2	7	94	22	159	mapped
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XP_062832081.1:exon3	E3	94	179	159	356	mapped
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XP_062832081.1:exon4	E4	179	204	356	388	mapped
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XP_062832081.1:exon5	E5	204	260	388	444	mapped
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XP_062832081.1:exon6	E6	261	302	445	486	mapped
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XP_062832081.1:exon7	E7	302	365	486	549	mapped
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XP_062832081.1:exon8	E8	366	414	550	603	mapped
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XP_062832081.1:exon9	E9	414	482	603	671	mapped
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XP_062832081.1:exon10	E10	482	532	671	721	mapped
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XP_062832081.1:exon11	E11	532	573	721	762	mapped
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XP_062832081.1:exon12	E12	573	610	762	799	mapped
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XP_062832081.1:exon13	E13	610	673	799	862	mapped
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XP_062832081.1:exon14	E14	674	714	863	903	mapped
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XP_062832081.1:exon15	E15	715	738	904	927	mapped
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XP_062832081.1:exon16	E16	738	784	927	973	mapped
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XP_062832081.1:exon17	E17	784	819	973	1008	mapped
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XP_062832081.1:exon18	E18	820	873	1009	1091	mapped
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XP_006266188.1:exon1	E1	1	59	94	159	mapped
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XP_006266188.1:exon2	E2	59	148	159	356	mapped
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XP_006266188.1:exon3	E3	148	173	356	388	mapped
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XP_006266188.1:exon4	E4	173	229	388	444	mapped
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XP_006266188.1:exon5	E5	230	271	445	486	mapped
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XP_006266188.1:exon6	E6	271	334	486	549	mapped
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XP_006266188.1:exon7	E7	335	384	550	604	mapped
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XP_006266188.1:exon8	E8	384	451	604	671	mapped
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XP_006266188.1:exon9	E9	452	502	672	722	mapped
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XP_006266188.1:exon10	E10	502	543	722	763	mapped
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XP_006266188.1:exon11	E11	543	580	763	800	mapped
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XP_006266188.1:exon12	E12	580	643	800	863	mapped
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XP_006266188.1:exon13	E13	644	684	864	904	mapped
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XP_006266188.1:exon14	E14	685	708	905	928	mapped
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XP_006266188.1:exon15	E15	708	754	928	974	mapped
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XP_006266188.1:exon16	E16	754	789	974	1009	mapped
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XP_006266188.1:exon17	E17	790	815	1010	1037	mapped
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XP_006266188.1:exon18	E18	815	868	1037	1091	mapped
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XP_065408413.1:exon1	E1	1	59	94	159	mapped
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XP_065408413.1:exon2	E2	59	146	159	356	mapped
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XP_065408413.1:exon3	E3	146	171	356	388	mapped
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XP_065408413.1:exon4	E4	171	227	388	444	mapped
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XP_065408413.1:exon5	E5	228	269	445	486	mapped
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XP_065408413.1:exon6	E6	269	332	486	549	mapped
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XP_065408413.1:exon7	E7	333	379	550	598	mapped
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XP_065408413.1:exon8	E8	379	446	598	668	mapped
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XP_065408413.1:exon9	E9	447	497	669	719	mapped
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XP_065408413.1:exon10	E10	497	538	719	760	mapped
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XP_065408413.1:exon11	E11	538	575	760	797	mapped
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XP_065408413.1:exon12	E12	575	638	797	860	mapped
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XP_065408413.1:exon13	E13	639	679	861	901	mapped
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XP_065408413.1:exon14	E14	680	703	902	925	mapped
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XP_065408413.1:exon15	E15	703	749	925	971	mapped
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XP_065408413.1:exon16	E16	749	784	971	1006	mapped
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XP_065408413.1:exon17	E17	785	839	1007	1090	mapped
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	ENSXETP00000069725:exon1	E1	1	53	1	68	mapped
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	ENSXETP00000069725:exon2	E2	53	138	68	276	mapped
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	ENSXETP00000069725:exon3	E3	138	163	276	301	mapped
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	ENSXETP00000069725:exon4	E4	163	219	301	361	mapped
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	ENSXETP00000069725:exon5	E5	220	261	362	410	mapped
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	ENSXETP00000069725:exon6	E6	261	324	410	473	mapped
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	ENSXETP00000069725:exon7	E7	325	373	474	522	mapped
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	ENSXETP00000069725:exon8	E8	373	438	522	587	mapped
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	ENSXETP00000069725:exon9	E9	439	489	588	643	mapped
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	ENSXETP00000069725:exon10	E10	489	530	643	684	mapped
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	ENSXETP00000069725:exon11	E11	530	567	684	721	mapped
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	ENSXETP00000069725:exon12	E12	567	630	721	784	mapped
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	ENSXETP00000069725:exon13	E13	631	671	785	825	mapped
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	ENSXETP00000069725:exon14	E14	672	695	826	849	mapped
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	ENSXETP00000069725:exon15	E15	695	741	849	895	mapped
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	ENSXETP00000069725:exon16	E16	741	776	895	930	mapped
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	ENSXETP00000069725:exon17	E17	777	833	931	987	mapped
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XP_069468056.1:exon1	E1	1	56	94	159	mapped
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XP_069468056.1:exon2	E2	56	145	159	356	mapped
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XP_069468056.1:exon3	E3	145	170	356	388	mapped
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XP_069468056.1:exon4	E4	170	226	388	444	mapped
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XP_069468056.1:exon5	E5	227	268	445	486	mapped
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XP_069468056.1:exon6	E6	268	331	486	549	mapped
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XP_069468056.1:exon7	E7	332	380	550	604	mapped
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XP_069468056.1:exon8	E8	380	447	604	671	mapped
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XP_069468056.1:exon9	E9	447	497	671	721	mapped
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XP_069468056.1:exon10	E10	497	538	721	762	mapped
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XP_069468056.1:exon11	E11	538	575	762	799	mapped
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XP_069468056.1:exon12	E12	575	638	799	862	mapped
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XP_069468056.1:exon13	E13	639	679	863	903	mapped
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XP_069468056.1:exon14	E14	680	703	904	927	mapped
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XP_069468056.1:exon15	E15	703	749	927	973	mapped
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XP_069468056.1:exon16	E16	749	784	973	1008	mapped
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XP_069468056.1:exon17	E17	785	838	1009	1091	mapped
danio_rerio	Danio rerio	XP_068081038.1	XP_068081038.1:exon1	E1	1	61	94	159	mapped
danio_rerio	Danio rerio	XP_068081038.1	XP_068081038.1:exon2	E2	61	150	159	356	mapped
danio_rerio	Danio rerio	XP_068081038.1	XP_068081038.1:exon3	E3	150	175	356	388	mapped
danio_rerio	Danio rerio	XP_068081038.1	XP_068081038.1:exon4	E4	175	231	388	444	mapped
danio_rerio	Danio rerio	XP_068081038.1	XP_068081038.1:exon5	E5	232	273	445	486	mapped
danio_rerio	Danio rerio	XP_068081038.1	XP_068081038.1:exon6	E6	273	336	486	549	mapped
danio_rerio	Danio rerio	XP_068081038.1	XP_068081038.1:exon7	E7	337	383	550	598	mapped
danio_rerio	Danio rerio	XP_068081038.1	XP_068081038.1:exon8	E8	383	451	598	669	mapped
danio_rerio	Danio rerio	XP_068081038.1	XP_068081038.1:exon9	E9	451	497	669	719	mapped
danio_rerio	Danio rerio	XP_068081038.1	XP_068081038.1:exon10	E10	497	538	719	760	mapped
danio_rerio	Danio rerio	XP_068081038.1	XP_068081038.1:exon11	E11	538	575	760	797	mapped
danio_rerio	Danio rerio	XP_068081038.1	XP_068081038.1:exon12	E12	575	638	797	860	mapped
danio_rerio	Danio rerio	XP_068081038.1	XP_068081038.1:exon13	E13	639	679	861	901	mapped
danio_rerio	Danio rerio	XP_068081038.1	XP_068081038.1:exon14	E14	680	703	902	925	mapped
danio_rerio	Danio rerio	XP_068081038.1	XP_068081038.1:exon15	E15	703	749	925	971	mapped
danio_rerio	Danio rerio	XP_068081038.1	XP_068081038.1:exon16	E16	749	784	971	1006	mapped
danio_rerio	Danio rerio	XP_068081038.1	XP_068081038.1:exon17	E17	785	839	1007	1090	mapped
oryzias_latipes	Oryzias latipes	XP_078787744.1	XP_078787744.1:exon1	E1	1	57	94	159	mapped
oryzias_latipes	Oryzias latipes	XP_078787744.1	XP_078787744.1:exon2	E2	57	143	159	356	mapped
oryzias_latipes	Oryzias latipes	XP_078787744.1	XP_078787744.1:exon3	E3	143	168	356	388	mapped
oryzias_latipes	Oryzias latipes	XP_078787744.1	XP_078787744.1:exon4	E4	168	224	388	444	mapped
oryzias_latipes	Oryzias latipes	XP_078787744.1	XP_078787744.1:exon5	E5	225	266	445	486	mapped
oryzias_latipes	Oryzias latipes	XP_078787744.1	XP_078787744.1:exon6	E6	266	329	486	549	mapped
oryzias_latipes	Oryzias latipes	XP_078787744.1	XP_078787744.1:exon7	E7	330	376	550	598	mapped
oryzias_latipes	Oryzias latipes	XP_078787744.1	XP_078787744.1:exon8	E8	376	442	598	668	mapped
oryzias_latipes	Oryzias latipes	XP_078787744.1	XP_078787744.1:exon9	E9	443	489	669	719	mapped
oryzias_latipes	Oryzias latipes	XP_078787744.1	XP_078787744.1:exon10	E10	489	530	719	760	mapped
oryzias_latipes	Oryzias latipes	XP_078787744.1	XP_078787744.1:exon11	E11	530	567	760	797	mapped
oryzias_latipes	Oryzias latipes	XP_078787744.1	XP_078787744.1:exon12	E12	567	630	797	860	mapped
oryzias_latipes	Oryzias latipes	XP_078787744.1	XP_078787744.1:exon13	E13	631	671	861	901	mapped
oryzias_latipes	Oryzias latipes	XP_078787744.1	XP_078787744.1:exon14	E14	672	695	902	925	mapped
oryzias_latipes	Oryzias latipes	XP_078787744.1	XP_078787744.1:exon15	E15	695	741	925	971	mapped
oryzias_latipes	Oryzias latipes	XP_078787744.1	XP_078787744.1:exon16	E16	741	776	971	1006	mapped
oryzias_latipes	Oryzias latipes	XP_078787744.1	XP_078787744.1:exon17	E17	777	831	1007	1090	mapped
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	ENSGACP00000061458:exon1	E1	1	66	94	164	mapped
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	ENSGACP00000061458:exon2	E2	66	112	164	210	mapped
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	ENSGACP00000061458:exon3	E3	112	135	210	233	mapped
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	ENSGACP00000061458:exon4	E4	136	176	234	274	mapped
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	ENSGACP00000061458:exon5	E5	177	240	275	338	mapped
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	ENSGACP00000061458:exon6	E6	240	277	338	383	mapped
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	ENSGACP00000061458:exon7	E7	277	318	383	426	mapped
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	ENSGACP00000061458:exon8	E8	318	364	426	472	mapped
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	ENSGACP00000061458:exon9	E9	365	429	473	537	mapped
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	ENSGACP00000061458:exon10	E10	429	475	537	583	mapped
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	ENSGACP00000061458:exon11	E11	476	539	584	653	mapped
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	ENSGACP00000061458:exon12	E12	539	580	653	696	mapped
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	ENSGACP00000061458:exon13	E13	581	637	697	757	mapped
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	ENSGACP00000061458:exon14	E14	637	662	757	782	mapped
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	ENSGACP00000061458:exon15	E15	662	746	782	866	mapped
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	ENSGACP00000061458:exon16	E16	746	792	866	912	mapped
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	ENSGACP00000061458:exon17	E17	793	856	913	976	mapped
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	ENSGACP00000061458:exon18	E18	856	916	976	1090	mapped
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	ENSTRUP00000045145:exon1	E1	1	55	94	153	mapped
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	ENSTRUP00000045145:exon2	E2	56	91	154	297	mapped
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	ENSTRUP00000045145:exon3	E3	91	137	297	346	mapped
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	ENSTRUP00000045145:exon4	E4	137	160	346	373	mapped
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	ENSTRUP00000045145:exon5	E5	161	201	374	415	mapped
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	ENSTRUP00000045145:exon6	E6	202	265	416	479	mapped
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	ENSTRUP00000045145:exon7	E7	265	302	479	516	mapped
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	ENSTRUP00000045145:exon8	E8	302	343	516	557	mapped
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	ENSTRUP00000045145:exon9	E9	343	389	557	608	mapped
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	ENSTRUP00000045145:exon10	E10	390	456	609	676	mapped
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	ENSTRUP00000045145:exon11	E11	456	502	676	726	mapped
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	ENSTRUP00000045145:exon12	E12	503	566	727	790	mapped
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	ENSTRUP00000045145:exon13	E13	566	607	790	831	mapped
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	ENSTRUP00000045145:exon14	E14	608	666	832	890	mapped
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	ENSTRUP00000045145:exon15	E15	666	691	890	915	mapped
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	ENSTRUP00000045145:exon16	E16	691	777	915	1001	mapped
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	ENSTRUP00000045145:exon17	E17	777	837	1001	1090	mapped
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	ENSONIP00000063320:exon1	E1	1	39	1	159	mapped
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	ENSONIP00000063320:exon2	E2	40	125	268	356	mapped
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	ENSONIP00000063320:exon3	E3	125	150	356	388	mapped
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	ENSONIP00000063320:exon4	E4	150	206	388	444	mapped
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	ENSONIP00000063320:exon5	E5	207	248	445	486	mapped
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	ENSONIP00000063320:exon6	E6	248	311	486	549	mapped
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	ENSONIP00000063320:exon7	E7	312	360	550	603	mapped
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	ENSONIP00000063320:exon8	E8	360	424	603	668	mapped
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	ENSONIP00000063320:exon9	E9	425	471	671	721	mapped
