sequence_id	sequence_md5	sequence_length	member_database	signature_accession	signature_description	domain_start_aa	domain_end_aa	score	status	date	interpro_accession	interpro_description	go_terms	pathways	safe_species	source	predicted_isoform	protein_id	species	cassette_start_aa	cassette_end_aa	protein_length	is_ig_call	overlap_start	overlap_end	overlap_aa	end_signed_offset	end_abs_offset	start_inside	start_distance_nearest_edge
anolis_carolinensis|ensembl|IIIb|ENSACAP00000022870	84aa8099d3b3e6d254c1d040e7194dfe	873	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	303	414	7.5E-29	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	anolis_carolinensis	ensembl	IIIb	ENSACAP00000022870	anolis_carolinensis	366	411	873	True	366	411	46	3	3	True	48
anolis_carolinensis|ensembl|IIIb|ENSACAP00000022870	84aa8099d3b3e6d254c1d040e7194dfe	873	SMART	SM00409	IG_3c	315	410	4.5E-12	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	anolis_carolinensis	ensembl	IIIb	ENSACAP00000022870	anolis_carolinensis	366	411	873	True	366	410	45	-1	1	True	44
anolis_carolinensis|ensembl|IIIb|ENSACAP00000022870	84aa8099d3b3e6d254c1d040e7194dfe	873	SMART	SM00408	igc2_5	321	399	1.9E-5	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	anolis_carolinensis	ensembl	IIIb	ENSACAP00000022870	anolis_carolinensis	366	411	873	True	366	399	34	-12	12	True	33
anolis_carolinensis|ncbi|IIIb|XP_062832082.1	84aa8099d3b3e6d254c1d040e7194dfe	873	SMART	SM00406	igv1_8	325	394	0.1	T	04-08-2026	IPR013106	Immunoglobulin V-set domain	-	-	anolis_carolinensis	ncbi	IIIb	XP_062832082.1	anolis_carolinensis	366	411	873	True	366	394	29	-17	17	True	28
anolis_carolinensis|ncbi|IIIb|XP_062832082.1	84aa8099d3b3e6d254c1d040e7194dfe	873	ProSiteProfiles	PS50835	Ig-like domain profile.	308	408	10.280846	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	anolis_carolinensis	ncbi	IIIb	XP_062832082.1	anolis_carolinensis	366	411	873	True	366	408	43	-3	3	True	42
anolis_carolinensis|ncbi|IIIb|XP_062832082.1	84aa8099d3b3e6d254c1d040e7194dfe	873	Pfam	PF13927	Immunoglobulin domain	315	396	2.7E-6	T	04-08-2026	-	-	-	-	anolis_carolinensis	ncbi	IIIb	XP_062832082.1	anolis_carolinensis	366	411	873	True	366	396	31	-15	15	True	30
anolis_carolinensis|ncbi|IIIb|XP_062832082.1	84aa8099d3b3e6d254c1d040e7194dfe	873	SUPERFAMILY	SSF48726	Immunoglobulin	308	409	5.05E-19	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	anolis_carolinensis	ncbi	IIIb	XP_062832082.1	anolis_carolinensis	366	411	873	True	366	409	44	-2	2	True	43
anolis_carolinensis|ncbi|IIIb|XP_062832082.1	84aa8099d3b3e6d254c1d040e7194dfe	873	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	303	414	7.5E-29	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	anolis_carolinensis	ncbi	IIIb	XP_062832082.1	anolis_carolinensis	366	411	873	True	366	411	46	3	3	True	48
anolis_carolinensis|ncbi|IIIb|XP_062832082.1	84aa8099d3b3e6d254c1d040e7194dfe	873	SMART	SM00409	IG_3c	315	410	4.5E-12	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	anolis_carolinensis	ncbi	IIIb	XP_062832082.1	anolis_carolinensis	366	411	873	True	366	410	45	-1	1	True	44
anolis_carolinensis|ncbi|IIIb|XP_062832082.1	84aa8099d3b3e6d254c1d040e7194dfe	873	SMART	SM00408	igc2_5	321	399	1.9E-5	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	anolis_carolinensis	ncbi	IIIb	XP_062832082.1	anolis_carolinensis	366	411	873	True	366	399	34	-12	12	True	33
danio_rerio|ncbi|IIIc|XP_068081038.1	466d34588f8d949eaf41561c50ee595c	840	SMART	SM00409	IG_3c	286	383	2.8E-15	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	danio_rerio	ncbi	IIIc	XP_068081038.1	danio_rerio	338	384	840	True	338	383	46	-1	1	True	45
danio_rerio|ncbi|IIIc|XP_068081038.1	466d34588f8d949eaf41561c50ee595c	840	Pfam	PF07679	Immunoglobulin I-set domain	286	382	5.1E-7	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-	danio_rerio	ncbi	IIIc	XP_068081038.1	danio_rerio	338	384	840	True	338	382	45	-2	2	True	44
danio_rerio|ncbi|IIIc|XP_068081038.1	466d34588f8d949eaf41561c50ee595c	840	SMART	SM00408	igc2_5	292	372	3.4E-5	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	danio_rerio	ncbi	IIIc	XP_068081038.1	danio_rerio	338	384	840	True	338	372	35	-12	12	True	34
danio_rerio|ncbi|IIIc|XP_068081038.1	466d34588f8d949eaf41561c50ee595c	840	SUPERFAMILY	SSF48726	Immunoglobulin	279	382	1.27E-21	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	danio_rerio	ncbi	IIIc	XP_068081038.1	danio_rerio	338	384	840	True	338	382	45	-2	2	True	44
danio_rerio|ncbi|IIIc|XP_068081038.1	466d34588f8d949eaf41561c50ee595c	840	ProSiteProfiles	PS50835	Ig-like domain profile.	279	381	10.244547	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	danio_rerio	ncbi	IIIc	XP_068081038.1	danio_rerio	338	384	840	True	338	381	44	-3	3	True	43
danio_rerio|ncbi|IIIc|XP_068081038.1	466d34588f8d949eaf41561c50ee595c	840	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	274	388	8.9E-32	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	danio_rerio	ncbi	IIIc	XP_068081038.1	danio_rerio	338	384	840	True	338	384	47	4	4	True	50
danio_rerio|ensembl|IIIc|ENSDARP00000124761	466d34588f8d949eaf41561c50ee595c	840	SMART	SM00409	IG_3c	286	383	2.8E-15	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	danio_rerio	ensembl	IIIc	ENSDARP00000124761	danio_rerio	338	384	840	True	338	383	46	-1	1	True	45
danio_rerio|ensembl|IIIc|ENSDARP00000124761	466d34588f8d949eaf41561c50ee595c	840	Pfam	PF07679	Immunoglobulin I-set domain	286	382	5.1E-7	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-	danio_rerio	ensembl	IIIc	ENSDARP00000124761	danio_rerio	338	384	840	True	338	382	45	-2	2	True	44
danio_rerio|ensembl|IIIc|ENSDARP00000124761	466d34588f8d949eaf41561c50ee595c	840	SMART	SM00408	igc2_5	292	372	3.4E-5	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	danio_rerio	ensembl	IIIc	ENSDARP00000124761	danio_rerio	338	384	840	True	338	372	35	-12	12	True	34
danio_rerio|ensembl|IIIc|ENSDARP00000124761	466d34588f8d949eaf41561c50ee595c	840	SUPERFAMILY	SSF48726	Immunoglobulin	279	382	1.27E-21	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	danio_rerio	ensembl	IIIc	ENSDARP00000124761	danio_rerio	338	384	840	True	338	382	45	-2	2	True	44
danio_rerio|ensembl|IIIc|ENSDARP00000124761	466d34588f8d949eaf41561c50ee595c	840	ProSiteProfiles	PS50835	Ig-like domain profile.	279	381	10.244547	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	danio_rerio	ensembl	IIIc	ENSDARP00000124761	danio_rerio	338	384	840	True	338	381	44	-3	3	True	43
danio_rerio|ensembl|IIIc|ENSDARP00000124761	466d34588f8d949eaf41561c50ee595c	840	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	274	388	8.9E-32	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	danio_rerio	ensembl	IIIc	ENSDARP00000124761	danio_rerio	338	384	840	True	338	384	47	4	4	True	50
gasterosteus_aculeatus|ensembl|IIIb|ENSGACP00000047216	8cbeae50e1b3e3611fd8cd037f1ae632	915	Pfam	PF07679	Immunoglobulin I-set domain	74	168	9.0E-8	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-	gasterosteus_aculeatus	ensembl	IIIb	ENSGACP00000047216	gasterosteus_aculeatus	126	170	915	True	126	168	43	-2	2	True	42
gasterosteus_aculeatus|ensembl|IIIb|ENSGACP00000047216	8cbeae50e1b3e3611fd8cd037f1ae632	915	ProSiteProfiles	PS50835	Ig-like domain profile.	67	155	10.60754	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	gasterosteus_aculeatus	ensembl	IIIb	ENSGACP00000047216	gasterosteus_aculeatus	126	170	915	True	126	155	30	-15	15	True	29
gasterosteus_aculeatus|ensembl|IIIb|ENSGACP00000047216	8cbeae50e1b3e3611fd8cd037f1ae632	915	ProSiteProfiles	PS50835	Ig-like domain profile.	170	240	9.681906	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	gasterosteus_aculeatus	ensembl	IIIb	ENSGACP00000047216	gasterosteus_aculeatus	126	170	915	True	170	170	1	70	70	False	44
gasterosteus_aculeatus|ensembl|IIIb|ENSGACP00000047216	8cbeae50e1b3e3611fd8cd037f1ae632	915	SUPERFAMILY	SSF48726	Immunoglobulin	67	168	3.73E-20	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	gasterosteus_aculeatus	ensembl	IIIb	ENSGACP00000047216	gasterosteus_aculeatus	126	170	915	True	126	168	43	-2	2	True	42
gasterosteus_aculeatus|ensembl|IIIb|ENSGACP00000047216	8cbeae50e1b3e3611fd8cd037f1ae632	915	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	62	175	3.5E-30	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	gasterosteus_aculeatus	ensembl	IIIb	ENSGACP00000047216	gasterosteus_aculeatus	126	170	915	True	126	170	45	5	5	True	49
gasterosteus_aculeatus|ensembl|IIIb|ENSGACP00000047216	8cbeae50e1b3e3611fd8cd037f1ae632	915	SMART	SM00409	IG_3c	74	169	2.8E-13	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	gasterosteus_aculeatus	ensembl	IIIb	ENSGACP00000047216	gasterosteus_aculeatus	126	170	915	True	126	169	44	-1	1	True	43
gasterosteus_aculeatus|ensembl|IIIb|ENSGACP00000047216	8cbeae50e1b3e3611fd8cd037f1ae632	915	SMART	SM00408	igc2_5	80	158	2.3E-5	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	gasterosteus_aculeatus	ensembl	IIIb	ENSGACP00000047216	gasterosteus_aculeatus	126	170	915	True	126	158	33	-12	12	True	32
xenopus_tropicalis|ncbi|IIIb|XP_012821352.1	1072d5814b10976c36bff809e39a81f6	834	ProSiteProfiles	PS50835	Ig-like domain profile.	267	367	10.498642	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	xenopus_tropicalis	ncbi	IIIb	XP_012821352.1	xenopus_tropicalis	326	368	834	True	326	367	42	-1	1	True	41
xenopus_tropicalis|ncbi|IIIb|XP_012821352.1	1072d5814b10976c36bff809e39a81f6	834	SUPERFAMILY	SSF48726	Immunoglobulin	267	368	9.48E-19	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	xenopus_tropicalis	ncbi	IIIb	XP_012821352.1	xenopus_tropicalis	326	368	834	True	326	368	43	0	0	True	42
xenopus_tropicalis|ncbi|IIIb|XP_012821352.1	1072d5814b10976c36bff809e39a81f6	834	SMART	SM00409	IG_3c	274	369	4.7E-14	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	xenopus_tropicalis	ncbi	IIIb	XP_012821352.1	xenopus_tropicalis	326	368	834	True	326	368	43	1	1	True	43
xenopus_tropicalis|ncbi|IIIb|XP_012821352.1	1072d5814b10976c36bff809e39a81f6	834	SMART	SM00408	igc2_5	280	358	0.0048	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	xenopus_tropicalis	ncbi	IIIb	XP_012821352.1	xenopus_tropicalis	326	368	834	True	326	358	33	-10	10	True	32
xenopus_tropicalis|ncbi|IIIb|XP_012821352.1	1072d5814b10976c36bff809e39a81f6	834	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	262	375	3.0E-27	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	xenopus_tropicalis	ncbi	IIIb	XP_012821352.1	xenopus_tropicalis	326	368	834	True	326	368	43	7	7	True	49
xenopus_tropicalis|ncbi|IIIb|XP_012821352.1	1072d5814b10976c36bff809e39a81f6	834	Pfam	PF07679	Immunoglobulin I-set domain	274	368	8.3E-6	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-	xenopus_tropicalis	ncbi	IIIb	XP_012821352.1	xenopus_tropicalis	326	368	834	True	326	368	43	0	0	True	42
takifugu_rubripes|ensembl|IIIc|ENSTRUP00000045145	e48859d9a763c90b91be928e29f9eb0c	838	ProSiteProfiles	PS50835	Ig-like domain profile.	278	380	10.534941	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	takifugu_rubripes	ensembl	IIIc	ENSTRUP00000045145	takifugu_rubripes	337	383	838	True	337	380	44	-3	3	True	43
takifugu_rubripes|ensembl|IIIc|ENSTRUP00000045145	e48859d9a763c90b91be928e29f9eb0c	838	SMART	SM00408	igc2_5	291	371	1.0E-6	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	takifugu_rubripes	ensembl	IIIc	ENSTRUP00000045145	takifugu_rubripes	337	383	838	True	337	371	35	-12	12	True	34
takifugu_rubripes|ensembl|IIIc|ENSTRUP00000045145	e48859d9a763c90b91be928e29f9eb0c	838	SMART	SM00409	IG_3c	285	382	7.1E-15	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	takifugu_rubripes	ensembl	IIIc	ENSTRUP00000045145	takifugu_rubripes	337	383	838	True	337	382	46	-1	1	True	45
takifugu_rubripes|ensembl|IIIc|ENSTRUP00000045145	e48859d9a763c90b91be928e29f9eb0c	838	SUPERFAMILY	SSF48726	Immunoglobulin	278	381	5.54E-22	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	takifugu_rubripes	ensembl	IIIc	ENSTRUP00000045145	takifugu_rubripes	337	383	838	True	337	381	45	-2	2	True	44
takifugu_rubripes|ensembl|IIIc|ENSTRUP00000045145	e48859d9a763c90b91be928e29f9eb0c	838	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	273	387	2.0E-32	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	takifugu_rubripes	ensembl	IIIc	ENSTRUP00000045145	takifugu_rubripes	337	383	838	True	337	383	47	4	4	True	50
takifugu_rubripes|ensembl|IIIc|ENSTRUP00000045145	e48859d9a763c90b91be928e29f9eb0c	838	Pfam	PF07679	Immunoglobulin I-set domain	285	381	4.6E-7	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-	takifugu_rubripes	ensembl	IIIc	ENSTRUP00000045145	takifugu_rubripes	337	383	838	True	337	381	45	-2	2	True	44
takifugu_rubripes|ncbi|IIIc|XP_011601188.1	e48859d9a763c90b91be928e29f9eb0c	838	ProSiteProfiles	PS50835	Ig-like domain profile.	278	380	10.534941	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	takifugu_rubripes	ncbi	IIIc	XP_011601188.1	takifugu_rubripes	337	383	838	True	337	380	44	-3	3	True	43
takifugu_rubripes|ncbi|IIIc|XP_011601188.1	e48859d9a763c90b91be928e29f9eb0c	838	SMART	SM00408	igc2_5	291	371	1.0E-6	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	takifugu_rubripes	ncbi	IIIc	XP_011601188.1	takifugu_rubripes	337	383	838	True	337	371	35	-12	12	True	34
takifugu_rubripes|ncbi|IIIc|XP_011601188.1	e48859d9a763c90b91be928e29f9eb0c	838	SMART	SM00409	IG_3c	285	382	7.1E-15	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	takifugu_rubripes	ncbi	IIIc	XP_011601188.1	takifugu_rubripes	337	383	838	True	337	382	46	-1	1	True	45
takifugu_rubripes|ncbi|IIIc|XP_011601188.1	e48859d9a763c90b91be928e29f9eb0c	838	SUPERFAMILY	SSF48726	Immunoglobulin	278	381	5.54E-22	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	takifugu_rubripes	ncbi	IIIc	XP_011601188.1	takifugu_rubripes	337	383	838	True	337	381	45	-2	2	True	44
takifugu_rubripes|ncbi|IIIc|XP_011601188.1	e48859d9a763c90b91be928e29f9eb0c	838	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	273	387	2.0E-32	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	takifugu_rubripes	ncbi	IIIc	XP_011601188.1	takifugu_rubripes	337	383	838	True	337	383	47	4	4	True	50
takifugu_rubripes|ncbi|IIIc|XP_011601188.1	e48859d9a763c90b91be928e29f9eb0c	838	Pfam	PF07679	Immunoglobulin I-set domain	285	381	4.6E-7	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-	takifugu_rubripes	ncbi	IIIc	XP_011601188.1	takifugu_rubripes	337	383	838	True	337	381	45	-2	2	True	44
danio_rerio|ensembl|IIIb|ENSDARP00000123845	1e64637c662d5fcaf32e3055b7a9dc91	815	ProSiteProfiles	PS50835	Ig-like domain profile.	256	344	9.790804	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	danio_rerio	ensembl	IIIb	ENSDARP00000123845	danio_rerio	315	359	815	True	315	344	30	-15	15	True	29
danio_rerio|ensembl|IIIb|ENSDARP00000123845	1e64637c662d5fcaf32e3055b7a9dc91	815	SMART	SM00408	igc2_5	269	347	0.016	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	danio_rerio	ensembl	IIIb	ENSDARP00000123845	danio_rerio	315	359	815	True	315	347	33	-12	12	True	32
danio_rerio|ensembl|IIIb|ENSDARP00000123845	1e64637c662d5fcaf32e3055b7a9dc91	815	SMART	SM00409	IG_3c	263	358	1.7E-12	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	danio_rerio	ensembl	IIIb	ENSDARP00000123845	danio_rerio	315	359	815	True	315	358	44	-1	1	True	43
danio_rerio|ensembl|IIIb|ENSDARP00000123845	1e64637c662d5fcaf32e3055b7a9dc91	815	SUPERFAMILY	SSF48726	Immunoglobulin	256	357	8.97E-19	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	danio_rerio	ensembl	IIIb	ENSDARP00000123845	danio_rerio	315	359	815	True	315	357	43	-2	2	True	42
danio_rerio|ensembl|IIIb|ENSDARP00000123845	1e64637c662d5fcaf32e3055b7a9dc91	815	Pfam	PF07679	Immunoglobulin I-set domain	263	357	5.9E-7	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-	danio_rerio	ensembl	IIIb	ENSDARP00000123845	danio_rerio	315	359	815	True	315	357	43	-2	2	True	42
danio_rerio|ensembl|IIIb|ENSDARP00000123845	1e64637c662d5fcaf32e3055b7a9dc91	815	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	251	363	5.6E-28	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	danio_rerio	ensembl	IIIb	ENSDARP00000123845	danio_rerio	315	359	815	True	315	359	45	4	4	True	48
mus_musculus|ncbi|IIIb|NP_963895.2	ca60ca22ec51180ca48fc3414b40af8e	726	ProSiteProfiles	PS50835	Ig-like domain profile.	160	260	10.117498	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	mus_musculus	ncbi	IIIb	NP_963895.2	mus_musculus	218	263	726	True	218	260	43	-3	3	True	42
mus_musculus|ncbi|IIIb|NP_963895.2	ca60ca22ec51180ca48fc3414b40af8e	726	Pfam	PF07679	Immunoglobulin I-set domain	167	261	1.8E-5	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-	mus_musculus	ncbi	IIIb	NP_963895.2	mus_musculus	218	263	726	True	218	261	44	-2	2	True	43
mus_musculus|ncbi|IIIb|NP_963895.2	ca60ca22ec51180ca48fc3414b40af8e	726	SMART	SM00408	igc2_5	173	251	2.1E-4	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	mus_musculus	ncbi	IIIb	NP_963895.2	mus_musculus	218	263	726	True	218	251	34	-12	12	True	33
mus_musculus|ncbi|IIIb|NP_963895.2	ca60ca22ec51180ca48fc3414b40af8e	726	SMART	SM00409	IG_3c	167	262	1.3E-11	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	mus_musculus	ncbi	IIIb	NP_963895.2	mus_musculus	218	263	726	True	218	262	45	-1	1	True	44
mus_musculus|ncbi|IIIb|NP_963895.2	ca60ca22ec51180ca48fc3414b40af8e	726	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	155	268	1.1E-27	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	mus_musculus	ncbi	IIIb	NP_963895.2	mus_musculus	218	263	726	True	218	263	46	5	5	True	50
mus_musculus|ncbi|IIIb|NP_963895.2	ca60ca22ec51180ca48fc3414b40af8e	726	SUPERFAMILY	SSF48726	Immunoglobulin	160	261	2.0E-17	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	mus_musculus	ncbi	IIIb	NP_963895.2	mus_musculus	218	263	726	True	218	261	44	-2	2	True	43
gallus_gallus|ncbi|IIIb|XP_015144070.1	7affd6233ed8e09571e2b5a22d9c292e	843	ProSiteProfiles	PS50835	Ig-like domain profile.	277	377	10.843487	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	gallus_gallus	ncbi	IIIb	XP_015144070.1	gallus_gallus	335	380	843	True	335	377	43	-3	3	True	42
gallus_gallus|ncbi|IIIb|XP_015144070.1	7affd6233ed8e09571e2b5a22d9c292e	843	SUPERFAMILY	SSF48726	Immunoglobulin	277	378	8.61E-19	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	gallus_gallus	ncbi	IIIb	XP_015144070.1	gallus_gallus	335	380	843	True	335	378	44	-2	2	True	43
gallus_gallus|ncbi|IIIb|XP_015144070.1	7affd6233ed8e09571e2b5a22d9c292e	843	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	272	382	9.6E-29	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	gallus_gallus	ncbi	IIIb	XP_015144070.1	gallus_gallus	335	380	843	True	335	380	46	2	2	True	47
gallus_gallus|ncbi|IIIb|XP_015144070.1	7affd6233ed8e09571e2b5a22d9c292e	843	SMART	SM00409	IG_3c	284	379	1.9E-13	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	gallus_gallus	ncbi	IIIb	XP_015144070.1	gallus_gallus	335	380	843	True	335	379	45	-1	1	True	44
gallus_gallus|ncbi|IIIb|XP_015144070.1	7affd6233ed8e09571e2b5a22d9c292e	843	Pfam	PF07679	Immunoglobulin I-set domain	284	378	1.7E-6	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-	gallus_gallus	ncbi	IIIb	XP_015144070.1	gallus_gallus	335	380	843	True	335	378	44	-2	2	True	43
gallus_gallus|ncbi|IIIb|XP_015144070.1	7affd6233ed8e09571e2b5a22d9c292e	843	SMART	SM00408	igc2_5	290	368	1.1E-5	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	gallus_gallus	ncbi	IIIb	XP_015144070.1	gallus_gallus	335	380	843	True	335	368	34	-12	12	True	33
xenopus_tropicalis|ncbi|IIIc|XP_012821350.1	c421d0999bd5f7a80bbde3b46778c88f	834	SMART	SM00409	IG_3c	274	371	1.1E-12	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	xenopus_tropicalis	ncbi	IIIc	XP_012821350.1	xenopus_tropicalis	325	372	834	True	325	371	47	-1	1	True	46
xenopus_tropicalis|ncbi|IIIc|XP_012821350.1	c421d0999bd5f7a80bbde3b46778c88f	834	SUPERFAMILY	SSF48726	Immunoglobulin	267	370	1.41E-20	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	xenopus_tropicalis	ncbi	IIIc	XP_012821350.1	xenopus_tropicalis	325	372	834	True	325	370	46	-2	2	True	45
xenopus_tropicalis|ncbi|IIIc|XP_012821350.1	c421d0999bd5f7a80bbde3b46778c88f	834	Pfam	PF07679	Immunoglobulin I-set domain	274	370	4.8E-6	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-	xenopus_tropicalis	ncbi	IIIc	XP_012821350.1	xenopus_tropicalis	325	372	834	True	325	370	46	-2	2	True	45
xenopus_tropicalis|ncbi|IIIc|XP_012821350.1	c421d0999bd5f7a80bbde3b46778c88f	834	SMART	SM00408	igc2_5	280	360	0.0021	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	xenopus_tropicalis	ncbi	IIIc	XP_012821350.1	xenopus_tropicalis	325	372	834	True	325	360	36	-12	12	True	35
xenopus_tropicalis|ncbi|IIIc|XP_012821350.1	c421d0999bd5f7a80bbde3b46778c88f	834	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	262	374	6.2E-29	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	xenopus_tropicalis	ncbi	IIIc	XP_012821350.1	xenopus_tropicalis	325	372	834	True	325	372	48	2	2	True	49
xenopus_tropicalis|ncbi|IIIc|XP_012821350.1	c421d0999bd5f7a80bbde3b46778c88f	834	ProSiteProfiles	PS50835	Ig-like domain profile.	267	369	10.099348	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-	xenopus_tropicalis	ncbi	IIIc	XP_012821350.1	xenopus_tropicalis	325	372	834	True	325	369	45	-3	3	True	44
gasterosteus_aculeatus|ncbi|IIIc|XP_077960645.1	97973840d73ce0a6dc02fe8782bb1574	946	SMART	SM00409	IG_3c	393	490	6.9E-15	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-	gasterosteus_aculeatus	ncbi	IIIc	XP_077960645.1	gasterosteus_aculeatus	445	491	946	True	445	490	46	-1	1	True	45
gasterosteus_aculeatus|ncbi|IIIc|XP_077960645.1	97973840d73ce0a6dc02fe8782bb1574	946	SUPERFAMILY	SSF48726	Immunoglobulin	386	489	4.73E-22	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-	gasterosteus_aculeatus	ncbi	IIIc	XP_077960645.1	gasterosteus_aculeatus	445	491	946	True	445	489	45	-2	2	True	44
gasterosteus_aculeatus|ncbi|IIIc|XP_077960645.1	97973840d73ce0a6dc02fe8782bb1574	946	SMART	SM00408	igc2_5	399	479	1.3E-6	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-	gasterosteus_aculeatus	ncbi	IIIc	XP_077960645.1	gasterosteus_aculeatus	445	491	946	True	445	479	35	-12	12	True	34
gasterosteus_aculeatus|ncbi|IIIc|XP_077960645.1	97973840d73ce0a6dc02fe8782bb1574	946	Pfam	PF07679	Immunoglobulin I-set domain	393	489	3.1E-7	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-	gasterosteus_aculeatus	ncbi	IIIc	XP_077960645.1	gasterosteus_aculeatus	445	491	946	True	445	489	45	-2	2	True	44
gasterosteus_aculeatus|ncbi|IIIc|XP_077960645.1	97973840d73ce0a6dc02fe8782bb1574	946	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	381	495	1.4E-32	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-	gasterosteus_aculeatus	ncbi	IIIc	XP_077960645.1	gasterosteus_aculeatus	445	491	946	True	445	491	47	4	4	True	50
