species	assembly_accession	annotation_source	annotation_release_or_date	seqid	fgfr2_gene_id	fgfr2_transcript_id	fgfr2_protein_id	fgfr2_start	fgfr2_end	fgfr2_strand	neighbor_rank	neighbor_side	neighbor_gene_id	neighbor_symbol_raw	neighbor_start	neighbor_end	neighbor_strand	neighbor_biotype	neighbor_protein_id	neighbor_protein_sequence_available	distance_to_fgfr2	source_file	extraction_status	extraction_warning
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	2	downstream	GeneID:309016	Wdr11	193595606	193641149	+	protein_coding	XP_006230486.1	true	534554	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	3	downstream	GeneID:309014	Plpp4	193260181	193389659	+	protein_coding	XP_038934456.1	true	786044	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	4	downstream	GeneID:309010	Sec23ip	192751379	192794345	+	protein_coding	XP_006230449.1	true	1381358	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	5	downstream	GeneID:309009	Mcmbp	192702383	192747381	-	protein_coding	NP_001034697.2	true	1428322	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	6	downstream	GeneID:309008	Inpp5f	192620891	192700681	+	protein_coding	NP_001101024.2	true	1475022	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	7	downstream	GeneID:293524	Bag3	192533460	192557281	+	protein_coding	NP_001011936.1	true	1618422	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	8	downstream	GeneID:361655	Tial1	192438794	192475520	-	protein_coding	XP_038938963.1	true	1700183	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	9	downstream	GeneID:54290	Rgs10	192376772	192422640	-	protein_coding	NP_062210.1	true	1753063	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	10	downstream	GeneID:293522	Ahsp	192310306	192315943	+	protein_coding	XP_038963453.1	true	1859760	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	1	upstream	GeneID:293526	Ate1	194391843	194514284	-	protein_coding	NP_001385689.1	true	110929	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	2	upstream	GeneID:499273	RGD1563285	194515108	194523123	+	protein_coding	NP_001389395.1	true	234194	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	3	upstream	GeneID:293528	Nsmce4a	194532364	194539456	-	protein_coding	NP_001099771.1	true	251450	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	4	upstream	GeneID:309025	Tacc2	194546428	194758152	+	protein_coding	XP_063119569.1	true	265514	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	5	upstream	GeneID:361658	Btbd16	194765241	194819786	+	protein_coding	XP_017444910.1	true	484327	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	6	upstream	GeneID:361659	Plekha1	194858239	194909418	+	protein_coding	XP_063123959.1	true	577325	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	7	upstream	GeneID:65164	Htra1	194928069	194977619	+	protein_coding	NP_113909.1	true	647155	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	8	upstream	GeneID:170568	Dmbt1	195047702	195126704	+	protein_coding	NP_074040.2	true	766788	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	9	upstream	GeneID:499276	C1h10orf120	195340624	195343676	-	protein_coding	NP_001388001.1	true	1059710	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
rattus_norvegicus	GCF_036323735.1	NCBI RefSeq (datasets genomic.gff)	GRCr8	NC_086019.1	GeneID:25022	XM_063281078.1;XM_063281079.1	NP_001103366.1	194175703	194280914	-	10	upstream	GeneID:691970	Dmbt1l1	195380082	195514521	+	protein_coding	XP_063135752.1	true	1099168	external:NCBI/GCF_036323735.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	1	downstream	GeneID:100359323	WDR11	9872592	9930706	-	protein_coding	XP_002718739.2	true	466088	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	2	downstream	GeneID:100356065	PLPP4	10145685	10282738	-	protein_coding	XP_002718788.2	true	739181	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	3	downstream	GeneID:100358551	SEC23IP	10751407	10806049	-	protein_coding	XP_008268830.3	true	1344903	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	4	downstream	GeneID:100358288	MCMBP	10825399	10882639	+	protein_coding	XP_008268828.1	true	1418895	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	5	downstream	GeneID:100355074	INPP5F	10883790	10992633	-	protein_coding	XP_051679646.2	true	1477286	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	6	downstream	GeneID:100358030	BAG3	11044854	11069122	-	protein_coding	XP_002718735.2	true	1638350	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	7	downstream	GeneID:108177428	LOC108177428	11102642	11102897	-	protein_coding	XP_051710633.2	true	1696138	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	8	downstream	GeneID:100354811	TIAL1	11113479	11138445	+	protein_coding	XP_051680191.1	true	1706975	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	9	downstream	GeneID:100357769	RGS10	11165442	11205157	+	protein_coding	XP_051680199.1	true	1758938	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	10	downstream	GeneID:103351438	GRK5	11240603	11448863	-	protein_coding	XP_051680179.1	true	1834099	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	1	upstream	GeneID:100338175	ATE1	9020727	9203688	+	protein_coding	XP_008268831.1	true	97834	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	2	upstream	GeneID:127484174	LOC127484174	9002547	9005343	-	protein_coding	XP_051679656.2	true	296179	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	3	upstream	GeneID:100356831	NSMCE4A	8984240	8999074	+	protein_coding	XP_008268833.2	true	302448	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	4	upstream	GeneID:100357089	TACC2	8766269	8974280	-	protein_coding	XP_051680227.2	true	327242	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	5	upstream	GeneID:100357343	BTBD16	8707736	8756946	-	protein_coding	XP_051680278.2	true	544576	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	6	upstream	GeneID:100338838	PLEKHA1	8614776	8678018	-	protein_coding	XP_008268838.1	true	623504	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	7	upstream	GeneID:100008705	HTRA1	8530932	8582506	-	protein_coding	XP_051680286.1	true	719016	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	8	upstream	GeneID:100008679	DMBT1	8437731	8481519	-	protein_coding	XP_051680298.2	true	820003	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	9	upstream	GeneID:103351441	SPADH	8390131	8423503	-	protein_coding	XP_017204118.2	true	878019	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
oryctolagus_cuniculus	GCF_964237555.1	NCBI RefSeq (datasets genomic.gff)	mOryCun1.1	NC_091446.1	GeneID:100009417	XM_070056995.1;XM_070056999.1	XP_069913098.1	9301522	9406504	+	10	upstream	GeneID:100358119	C15H10orf120	8383202	8384919	+	protein_coding	XP_008268842.2	true	916603	external:NCBI/GCF_964237555.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	1	downstream	GeneID:477847	WDR11	31060657	31120267	+	protein_coding	XP_038434904.1	true	475678	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	2	downstream	GeneID:477846	PLPP4	30758543	30876753	+	protein_coding	XP_038434901.1	true	719192	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	3	downstream	GeneID:477845	SEC23IP	30307058	30346795	+	protein_coding	XP_038434897.1	true	1249150	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	4	downstream	GeneID:612966	MCMBP	30247294	30295685	-	protein_coding	NP_001257780.1	true	1300260	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	5	downstream	GeneID:100856192	INPP5F	30157914	30245161	+	protein_coding	XP_038434893.1	true	1350784	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	6	downstream	GeneID:486916	BAG3	30092215	30115061	+	protein_coding	XP_038434891.1	true	1480884	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	7	downstream	GeneID:477841	TIAL1	30028947	30050087	-	protein_coding	XP_038434884.1	true	1545858	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	8	downstream	GeneID:477840	RGS10	29972269	30012076	-	protein_coding	XP_038434880.1	true	1583869	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	9	downstream	GeneID:486915	GRK5	29723728	29936023	+	protein_coding	XP_038434875.1	true	1659922	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	10	downstream	GeneID:119877678	LOC119877678	29722791	29723622	+	protein_coding	XP_038433909.1	true	1872323	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	1	upstream	GeneID:486919	ATE1	31822177	31984396	-	protein_coding	XP_038434909.1	true	123944	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	2	upstream	GeneID:119866605	LOC119866605	31983902	32000427	+	protein_coding	XP_038434917.1	true	285669	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	3	upstream	GeneID:119866604	NSMCE4A	32004654	32017982	-	protein_coding	XP_038434915.1	true	306421	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	4	upstream	GeneID:477850	TACC2	32043943	32237190	+	protein_coding	XP_038434905.1	true	345710	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	5	upstream	GeneID:486920	BTBD16	32245742	32300641	+	protein_coding	XP_038434922.1	true	547509	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	6	upstream	GeneID:477851	PLEKHA1	32319773	32376120	+	protein_coding	XP_038434926.1	true	621540	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	7	upstream	GeneID:477852	HTRA1	32398590	32451692	+	protein_coding	XP_038433910.1	true	700357	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	8	upstream	GeneID:486922	DMBT1	32492566	32643099	+	protein_coding	XP_038434929.1	true	794333	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	9	upstream	GeneID:477853	C28H10orf120	32675480	32677379	-	protein_coding	XP_038434930.1	true	977247	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
canis_lupus_familiaris	GCF_011100685.1	NCBI RefSeq (datasets genomic.gff)	UU_Cfam_GSD_1.0	NC_049249.1	GeneID:415125	ENSCAFT00845034795;NP_001003336.1	NP_001003336.1	31595945	31698233	-	10	upstream	GeneID:486923	LOC486923	32681545	32804559	+	protein_coding	XP_038433911.1	true	983312	external:NCBI/GCF_011100685.1/genomic.gff	neighborhood_extracted	
felis_catus	GCF_018350175.1	NCBI RefSeq (datasets genomic.gff)	F.catus_Fca126_mat1.0	NC_058378.1	GeneID:101095198	XM_045040759.1;XM_045040760.1	XP_023096788.1	77438134	77547909	-	1	downstream	GeneID:101094957	WDR11	76890533	76958824	+	protein_coding	XP_011285895.2	true	479310	external:NCBI/GCF_018350175.1/genomic.gff	neighborhood_extracted	
felis_catus	GCF_018350175.1	NCBI RefSeq (datasets genomic.gff)	F.catus_Fca126_mat1.0	NC_058378.1	GeneID:101095198	XM_045040759.1;XM_045040760.1	XP_023096788.1	77438134	77547909	-	2	downstream	GeneID:101094704	PLPP4	76563484	76692241	+	protein_coding	XP_023096783.1	true	745893	external:NCBI/GCF_018350175.1/genomic.gff	neighborhood_extracted	
felis_catus	GCF_018350175.1	NCBI RefSeq (datasets genomic.gff)	F.catus_Fca126_mat1.0	NC_058378.1	GeneID:101095198	XM_045040759.1;XM_045040760.1	XP_023096788.1	77438134	77547909	-	3	downstream	GeneID:101090215	SEC23IP	76076566	76120545	+	protein_coding	XP_023096778.1	true	1317589	external:NCBI/GCF_018350175.1/genomic.gff	neighborhood_extracted	
felis_catus	GCF_018350175.1	NCBI RefSeq (datasets genomic.gff)	F.catus_Fca126_mat1.0	NC_058378.1	GeneID:101095198	XM_045040759.1;XM_045040760.1	XP_023096788.1	77438134	77547909	-	4	downstream	GeneID:101089966	MCMBP	76013500	76063324	-	protein_coding	XP_023096775.1	true	1374810	external:NCBI/GCF_018350175.1/genomic.gff	neighborhood_extracted	
felis_catus	GCF_018350175.1	NCBI RefSeq (datasets genomic.gff)	F.catus_Fca126_mat1.0	NC_058378.1	GeneID:101095198	XM_045040759.1;XM_045040760.1	XP_023096788.1	77438134	77547909	-	5	downstream	GeneID:101094453	INPP5F	75924252	76013607	+	protein_coding	XP_023096774.1	true	1424527	external:NCBI/GCF_018350175.1/genomic.gff	neighborhood_extracted	
felis_catus	GCF_018350175.1	NCBI RefSeq (datasets genomic.gff)	F.catus_Fca126_mat1.0	NC_058378.1	GeneID:101095198	XM_045040759.1;XM_045040760.1	XP_023096788.1	77438134	77547909	-	6	downstream	GeneID:101094211	BAG3	75851294	75875371	+	protein_coding	XP_023096770.1	true	1562763	external:NCBI/GCF_018350175.1/genomic.gff	neighborhood_extracted	
felis_catus	GCF_018350175.1	NCBI RefSeq (datasets genomic.gff)	F.catus_Fca126_mat1.0	NC_058378.1	GeneID:101095198	XM_045040759.1;XM_045040760.1	XP_023096788.1	77438134	77547909	-	7	downstream	GeneID:101089549	TIAL1	75785773	75804465	-	protein_coding	XP_023096767.1	true	1633669	external:NCBI/GCF_018350175.1/genomic.gff	neighborhood_extracted	
felis_catus	GCF_018350175.1	NCBI RefSeq (datasets genomic.gff)	F.catus_Fca126_mat1.0	NC_058378.1	GeneID:101095198	XM_045040759.1;XM_045040760.1	XP_023096788.1	77438134	77547909	-	8	downstream	GeneID:101089300	RGS10	75723648	75764869	-	protein_coding	XP_023096764.1	true	1673265	external:NCBI/GCF_018350175.1/genomic.gff	neighborhood_extracted	
felis_catus	GCF_018350175.1	NCBI RefSeq (datasets genomic.gff)	F.catus_Fca126_mat1.0	NC_058378.1	GeneID:101095198	XM_045040759.1;XM_045040760.1	XP_023096788.1	77438134	77547909	-	9	downstream	GeneID:101089047	GRK5	75467144	75684312	+	protein_coding	XP_003994511.2	true	1753822	external:NCBI/GCF_018350175.1/genomic.gff	neighborhood_extracted	
felis_catus	GCF_018350175.1	NCBI RefSeq (datasets genomic.gff)	F.catus_Fca126_mat1.0	NC_058378.1	GeneID:101095198	XM_045040759.1;XM_045040760.1	XP_023096788.1	77438134	77547909	-	10	downstream	GeneID:101088618	PRDX3	75434253	75443856	-	protein_coding	XP_003994509.1	true	1994278	external:NCBI/GCF_018350175.1/genomic.gff	neighborhood_extracted	
felis_catus	GCF_018350175.1	NCBI RefSeq (datasets genomic.gff)	F.catus_Fca126_mat1.0	NC_058378.1	GeneID:101095198	XM_045040759.1;XM_045040760.1	XP_023096788.1	77438134	77547909	-	1	upstream	GeneID:101090722	ATE1	77674717	77829196	-	protein_coding	XP_023096795.2	true	126808	external:NCBI/GCF_018350175.1/genomic.gff	neighborhood_extracted	
felis_catus	GCF_018350175.1	NCBI RefSeq (datasets genomic.gff)	F.catus_Fca126_mat1.0	NC_058378.1	GeneID:101095198	XM_045040759.1;XM_045040760.1	XP_023096788.1	77438134	77547909	-	2	upstream	GeneID:109492740	LOC109492740	77828237	77846881	+	protein_coding	XP_044896702.1	true	280328	external:NCBI/GCF_018350175.1/genomic.gff	neighborhood_extracted	
