species_id	scientific_name	protein_id	protein_length	exon_label	native_start	native_end
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	910	E3	138	163
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	910	E4	163	219
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	910	E5	220	261
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	910	E6	261	324
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	910	E7	325	373
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	910	E8	373	438
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	910	E9	439	489
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	910	E10	489	530
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	910	E11	530	567
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	910	E12	567	630
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	910	E13	631	671
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	910	E14	672	695
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	910	E15	695	741
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	910	E16	741	776
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	910	E17	777	833
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	838	E1	1	56
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	838	E2	56	145
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	838	E3	145	170
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	838	E4	170	226
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	838	E5	227	268
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	838	E6	268	331
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	838	E7	332	380
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	838	E8	380	447
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	838	E9	447	497
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	838	E10	497	538
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	838	E11	538	575
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	838	E12	575	638
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	838	E13	639	679
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	838	E14	680	703
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	838	E15	703	749
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	838	E16	749	784
ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	838	E17	785	838
danio_rerio	Danio rerio	XP_068081038.1	840	E1	1	61
danio_rerio	Danio rerio	XP_068081038.1	840	E2	61	150
danio_rerio	Danio rerio	XP_068081038.1	840	E3	150	175
danio_rerio	Danio rerio	XP_068081038.1	840	E4	175	231
danio_rerio	Danio rerio	XP_068081038.1	840	E5	232	273
danio_rerio	Danio rerio	XP_068081038.1	840	E6	273	336
danio_rerio	Danio rerio	XP_068081038.1	840	E7	337	383
danio_rerio	Danio rerio	XP_068081038.1	840	E8	383	451
danio_rerio	Danio rerio	XP_068081038.1	840	E9	451	497
danio_rerio	Danio rerio	XP_068081038.1	840	E10	497	538
danio_rerio	Danio rerio	XP_068081038.1	840	E11	538	575
danio_rerio	Danio rerio	XP_068081038.1	840	E12	575	638
danio_rerio	Danio rerio	XP_068081038.1	840	E13	639	679
danio_rerio	Danio rerio	XP_068081038.1	840	E14	680	703
danio_rerio	Danio rerio	XP_068081038.1	840	E15	703	749
danio_rerio	Danio rerio	XP_068081038.1	840	E16	749	784
danio_rerio	Danio rerio	XP_068081038.1	840	E17	785	839
oryzias_latipes	Oryzias latipes	XP_078787744.1	832	E1	1	57
oryzias_latipes	Oryzias latipes	XP_078787744.1	832	E2	57	143
oryzias_latipes	Oryzias latipes	XP_078787744.1	832	E3	143	168
oryzias_latipes	Oryzias latipes	XP_078787744.1	832	E4	168	224
oryzias_latipes	Oryzias latipes	XP_078787744.1	832	E5	225	266
oryzias_latipes	Oryzias latipes	XP_078787744.1	832	E6	266	329
oryzias_latipes	Oryzias latipes	XP_078787744.1	832	E7	330	376
oryzias_latipes	Oryzias latipes	XP_078787744.1	832	E8	376	442
oryzias_latipes	Oryzias latipes	XP_078787744.1	832	E9	443	489
oryzias_latipes	Oryzias latipes	XP_078787744.1	832	E10	489	530
oryzias_latipes	Oryzias latipes	XP_078787744.1	832	E11	530	567
oryzias_latipes	Oryzias latipes	XP_078787744.1	832	E12	567	630
oryzias_latipes	Oryzias latipes	XP_078787744.1	832	E13	631	671
oryzias_latipes	Oryzias latipes	XP_078787744.1	832	E14	672	695
oryzias_latipes	Oryzias latipes	XP_078787744.1	832	E15	695	741
oryzias_latipes	Oryzias latipes	XP_078787744.1	832	E16	741	776
oryzias_latipes	Oryzias latipes	XP_078787744.1	832	E17	777	831
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	917	E1	1	66
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	917	E2	66	112
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	917	E3	112	135
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	917	E4	136	176
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	917	E5	177	240
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	917	E6	240	277
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	917	E7	277	318
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	917	E8	318	364
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	917	E9	365	429
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	917	E10	429	475
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	917	E11	476	539
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	917	E12	539	580
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	917	E13	581	637
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	917	E14	637	662
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	917	E15	662	746
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	917	E16	746	792
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	917	E17	793	856
gasterosteus_aculeatus	Gasterosteus aculeatus	ENSGACP00000061458	917	E18	856	916
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	838	E1	1	55
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	838	E2	56	91
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	838	E3	91	137
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	838	E4	137	160
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	838	E5	161	201
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	838	E6	202	265
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	838	E7	265	302
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	838	E8	302	343
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	838	E9	343	389
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	838	E10	390	456
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	838	E11	456	502
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	838	E12	503	566
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	838	E13	566	607
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	838	E14	608	666
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	838	E15	666	691
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	838	E16	691	777
takifugu_rubripes	Takifugu rubripes	ENSTRUP00000045145	838	E17	777	837
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	812	E1	1	39
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	812	E2	40	125
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	812	E3	125	150
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	812	E4	150	206
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	812	E5	207	248
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	812	E6	248	311
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	812	E7	312	360
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	812	E8	360	424
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	812	E9	425	471
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	812	E10	471	512
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	812	E11	512	549
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	812	E12	549	612
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	812	E13	613	653
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	812	E14	654	677
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	812	E15	677	723
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	812	E16	723	758
oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	812	E17	759	812
