comparable_boundary_group_id	mapping_method	mapping_status	mapping_confidence	msa_column	species_id	scientific_name	taxonomic_group	protein_id	transcript_id	boundary_id	exon_transition	native_position	nearest_domain_instance_id	nearest_domain_accession	nearest_domain_label	nearest_domain_start	nearest_domain_end	nearest_edge	nearest_edge_position	signed_distance	absolute_distance	boundary_class	domain_annotation_available
CBG19	msa_aligned_position	supported_comparable	0.733	486	equus_caballus	Equus caballus	Other mammals	XP_014588430.1	XM_014732944.3	XP_014588430.1:E6_E7	E6 → E7	319	IPR013098:240-317	IPR013098	Ig2	240	317	end	317	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	ovis_aries	Ovis aries	Other mammals	XP_060260490.1	XM_060404507.1	XP_060260490.1:E5_E6	E5 → E6	269	IPR013098:190-267	IPR013098	Ig2	190	267	end	267	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	monodelphis_domestica	Monodelphis domestica	Other mammals	XP_056659242.1	XM_056803264.1	XP_056659242.1:E5_E6	E5 → E6	268	IPR013098:189-266	IPR013098	Ig2	189	266	end	266	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	ornithorhynchus_anatinus	Ornithorhynchus anatinus	Other mammals	XP_028936644.1	XM_029080811.2	XP_028936644.1:E5_E6	E5 → E6	268	IPR013098:189-266	IPR013098	Ig2	189	266	end	266	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	gallus_gallus	Gallus gallus	Birds	NP_990650.2	NM_205319.4	NP_990650.2:E5_E6	E5 → E6	271	IPR013098:192-269	IPR013098	Ig2	192	269	end	269	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	taeniopygia_guttata	Taeniopygia guttata	Birds	XP_072787409.1	XM_072931308.1	XP_072787409.1:E6_E7	E6 → E7	319	IPR013098:240-317	IPR013098	Ig2	240	317	end	317	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	anolis_carolinensis	Anolis carolinensis	Reptiles	XP_062832081.1	XM_062976011.1	XP_062832081.1:E6_E7	E6 → E7	302	IPR013098:223-300	IPR013098	Ig2	223	300	end	300	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	alligator_mississippiensis	Alligator mississippiensis	Reptiles	XP_006266188.1	XM_006266126.4	XP_006266188.1:E5_E6	E5 → E6	271	IPR013098:192-269	IPR013098	Ig2	192	269	end	269	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	chrysemys_picta_bellii	Chrysemys picta bellii	Reptiles	XP_065408413.1	XM_065552341.1	XP_065408413.1:E5_E6	E5 → E6	269	IPR013098:190-267	IPR013098	Ig2	190	267	end	267	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	ambystoma_mexicanum	Ambystoma mexicanum	Amphibians	XP_069468056.1	XM_069611955.1	XP_069468056.1:E5_E6	E5 → E6	268	IPR013098:189-266	IPR013098	Ig2	189	266	end	266	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	danio_rerio	Danio rerio	Teleost fish	XP_068081038.1	XM_068224937.2	XP_068081038.1:E5_E6	E5 → E6	273	IPR013098:193-271	IPR013098	Ig2	193	271	end	271	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	oryzias_latipes	Oryzias latipes	Teleost fish	XP_078787744.1	XM_078931618.1	XP_078787744.1:E5_E6	E5 → E6	266	IPR013098:187-264	IPR013098	Ig2	187	264	end	264	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	oreochromis_niloticus	Oreochromis niloticus	Teleost fish	ENSONIP00000063320	ENSONIT00000047381	ENSONIP00000063320:E5_E6	E5 → E6	248	IPR013098:168-246	IPR013098	Ig2	168	246	end	246	2	2	near_domain_edge	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	pan_troglodytes	Pan troglodytes	Primates	XP_054516514.1	XM_054660539.2	XP_054516514.1:E6_E7	E6 → E7	332	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	-33	33	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	pongo_abelii	Pongo abelii	Primates	XP_024108704.1	XM_024252936	XP_024108704.1:E6_E7	E6 → E7	332	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	-33	33	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	macaca_mulatta	Macaca mulatta	Primates	XP_077803775.1	XM_077947649.1	XP_077803775.1:E6_E7	E6 → E7	332	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	-33	33	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	callithrix_jacchus	Callithrix jacchus	Primates	XP_078202765.1	XM_078346639.1	XP_078202765.1:E6_E7	E6 → E7	332	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	-33	33	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	rattus_norvegicus	Rattus norvegicus	Other mammals	XP_063137149.1	XM_063281079.1	XP_063137149.1:E6_E7	E6 → E7	332	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	-33	33	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	oryctolagus_cuniculus	Oryctolagus cuniculus	Other mammals	XP_069913096.1	XM_070056995.1	XP_069913096.1:E6_E7	E6 → E7	332	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	-33	33	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	felis_catus	Felis catus	Other mammals	XP_044896695.1	XM_045040760.1	XP_044896695.1:E6_E7	E6 → E7	332	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	-33	33	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	bos_taurus	Bos taurus	Other mammals	XP_059737724.1	XM_059881741.1	XP_059737724.1:E6_E7	E6 → E7	332	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	-33	33	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	sus_scrofa	Sus scrofa	Other mammals	XP_084849197.1	XM_084993071.1	XP_084849197.1:E6_E7	E6 → E7	332	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	-33	33	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	equus_caballus	Equus caballus	Other mammals	XP_014588430.1	XM_014732944.3	XP_014588430.1:E7_E8	E7 → E8	382	IPR007110:335-415	IPR007110	Ig3	335	415	end	415	-33	33	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	ovis_aries	Ovis aries	Other mammals	XP_060260490.1	XM_060404507.1	XP_060260490.1:E6_E7	E6 → E7	332	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	-33	33	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	monodelphis_domestica	Monodelphis domestica	Other mammals	XP_056659242.1	XM_056803264.1	XP_056659242.1:E6_E7	E6 → E7	331	IPR007110:284-364	IPR007110	Ig3	284	364	end	364	-33	33	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	ornithorhynchus_anatinus	Ornithorhynchus anatinus	Other mammals	XP_028936644.1	XM_029080811.2	XP_028936644.1:E6_E7	E6 → E7	331	IPR007110:284-364	IPR007110	Ig3	284	364	end	364	-33	33	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	gallus_gallus	Gallus gallus	Birds	NP_990650.2	NM_205319.4	NP_990650.2:E6_E7	E6 → E7	334	IPR007110:286-367	IPR007110	Ig3	286	367	end	367	-33	33	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	taeniopygia_guttata	Taeniopygia guttata	Birds	XP_072787409.1	XM_072931308.1	XP_072787409.1:E7_E8	E7 → E8	382	IPR007110:334-415	IPR007110	Ig3	334	415	end	415	-33	33	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	anolis_carolinensis	Anolis carolinensis	Reptiles	XP_062832081.1	XM_062976011.1	XP_062832081.1:E7_E8	E7 → E8	365	IPR013098:315-411	IPR013098	Ig3	315	411	end	411	-46	46	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	alligator_mississippiensis	Alligator mississippiensis	Reptiles	XP_006266188.1	XM_006266126.4	XP_006266188.1:E6_E7	E6 → E7	334	IPR013098:284-380	IPR013098	Ig3	284	380	end	380	-46	46	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	chrysemys_picta_bellii	Chrysemys picta bellii	Reptiles	XP_065408413.1	XM_065552341.1	XP_065408413.1:E6_E7	E6 → E7	332	IPR007110:284-365	IPR007110	Ig3	284	365	end	365	-33	33	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	ambystoma_mexicanum	Ambystoma mexicanum	Amphibians	XP_069468056.1	XM_069611955.1	XP_069468056.1:E6_E7	E6 → E7	331	IPR013098:281-377	IPR013098	Ig3	281	377	end	377	-46	46	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	danio_rerio	Danio rerio	Teleost fish	XP_068081038.1	XM_068224937.2	XP_068081038.1:E6_E7	E6 → E7	336	IPR013098:286-382	IPR013098	Ig3	286	382	end	382	-46	46	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	oryzias_latipes	Oryzias latipes	Teleost fish	XP_078787744.1	XM_078931618.1	XP_078787744.1:E6_E7	E6 → E7	329	IPR013098:279-375	IPR013098	Ig3	279	375	end	375	-46	46	inside_domain	true
CBG20	msa_aligned_position	supported_comparable	0.733	549	oreochromis_niloticus	Oreochromis niloticus	Teleost fish	ENSONIP00000063320	ENSONIT00000047381	ENSONIP00000063320:E6_E7	E6 → E7	311	IPR013098:261-357	IPR013098	Ig3	261	357	end	357	-46	46	inside_domain	true
CBG21	msa_aligned_position	supported_comparable	0.533	604	pan_troglodytes	Pan troglodytes	Primates	XP_054516514.1	XM_054660539.2	XP_054516514.1:E7_E8	E7 → E8	382	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	17	17	outside_annotated_domains	true
CBG21	msa_aligned_position	supported_comparable	0.533	604	macaca_mulatta	Macaca mulatta	Primates	XP_077803775.1	XM_077947649.1	XP_077803775.1:E7_E8	E7 → E8	382	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	17	17	outside_annotated_domains	true
CBG21	msa_aligned_position	supported_comparable	0.533	604	callithrix_jacchus	Callithrix jacchus	Primates	XP_078202765.1	XM_078346639.1	XP_078202765.1:E7_E8	E7 → E8	382	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	17	17	outside_annotated_domains	true
CBG21	msa_aligned_position	supported_comparable	0.533	604	rattus_norvegicus	Rattus norvegicus	Other mammals	XP_063137149.1	XM_063281079.1	XP_063137149.1:E7_E8	E7 → E8	382	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	17	17	outside_annotated_domains	true
CBG21	msa_aligned_position	supported_comparable	0.533	604	oryctolagus_cuniculus	Oryctolagus cuniculus	Other mammals	XP_069913096.1	XM_070056995.1	XP_069913096.1:E7_E8	E7 → E8	382	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	17	17	outside_annotated_domains	true
CBG21	msa_aligned_position	supported_comparable	0.533	604	felis_catus	Felis catus	Other mammals	XP_044896695.1	XM_045040760.1	XP_044896695.1:E7_E8	E7 → E8	382	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	17	17	outside_annotated_domains	true
CBG21	msa_aligned_position	supported_comparable	0.533	604	bos_taurus	Bos taurus	Other mammals	XP_059737724.1	XM_059881741.1	XP_059737724.1:E7_E8	E7 → E8	382	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	17	17	outside_annotated_domains	true
CBG21	msa_aligned_position	supported_comparable	0.533	604	sus_scrofa	Sus scrofa	Other mammals	XP_084849197.1	XM_084993071.1	XP_084849197.1:E7_E8	E7 → E8	382	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	17	17	outside_annotated_domains	true
CBG21	msa_aligned_position	supported_comparable	0.533	604	equus_caballus	Equus caballus	Other mammals	XP_014588430.1	XM_014732944.3	XP_014588430.1:E8_E9	E8 → E9	432	IPR007110:335-415	IPR007110	Ig3	335	415	end	415	17	17	outside_annotated_domains	true
CBG21	msa_aligned_position	supported_comparable	0.533	604	ovis_aries	Ovis aries	Other mammals	XP_060260490.1	XM_060404507.1	XP_060260490.1:E7_E8	E7 → E8	382	IPR007110:285-365	IPR007110	Ig3	285	365	end	365	17	17	outside_annotated_domains	true
CBG21	msa_aligned_position	supported_comparable	0.533	604	monodelphis_domestica	Monodelphis domestica	Other mammals	XP_056659242.1	XM_056803264.1	XP_056659242.1:E7_E8	E7 → E8	381	IPR007110:284-364	IPR007110	Ig3	284	364	end	364	17	17	outside_annotated_domains	true
CBG21	msa_aligned_position	supported_comparable	0.533	604	ornithorhynchus_anatinus	Ornithorhynchus anatinus	Other mammals	XP_028936644.1	XM_029080811.2	XP_028936644.1:E7_E8	E7 → E8	381	IPR007110:284-364	IPR007110	Ig3	284	364	end	364	17	17	outside_annotated_domains	true
CBG21	msa_aligned_position	supported_comparable	0.533	604	gallus_gallus	Gallus gallus	Birds	NP_990650.2	NM_205319.4	NP_990650.2:E7_E8	E7 → E8	384	IPR007110:286-367	IPR007110	Ig3	286	367	end	367	17	17	outside_annotated_domains	true
CBG21	msa_aligned_position	supported_comparable	0.533	604	taeniopygia_guttata	Taeniopygia guttata	Birds	XP_072787409.1	XM_072931308.1	XP_072787409.1:E8_E9	E8 → E9	432	IPR007110:334-415	IPR007110	Ig3	334	415	end	415	17	17	outside_annotated_domains	true
CBG21	msa_aligned_position	supported_comparable	0.533	604	alligator_mississippiensis	Alligator mississippiensis	Reptiles	XP_006266188.1	XM_006266126.4	XP_006266188.1:E7_E8	E7 → E8	384	IPR013098:284-380	IPR013098	Ig3	284	380	end	380	4	4	near_domain_edge	true
CBG21	msa_aligned_position	supported_comparable	0.533	604	ambystoma_mexicanum	Ambystoma mexicanum	Amphibians	XP_069468056.1	XM_069611955.1	XP_069468056.1:E7_E8	E7 → E8	380	IPR013098:281-377	IPR013098	Ig3	281	377	end	377	3	3	near_domain_edge	true
CBG22	msa_aligned_position	supported_comparable	0.233	672	pan_troglodytes	Pan troglodytes	Primates	XP_054516514.1	XM_054660539.2	XP_054516514.1:E8_E9	E8 → E9	450	IPR001245:456-789	IPR001245	kinase	456	789	start	456	-6	6	outside_annotated_domains	true
CBG22	msa_aligned_position	supported_comparable	0.233	672	callithrix_jacchus	Callithrix jacchus	Primates	XP_078202765.1	XM_078346639.1	XP_078202765.1:E8_E9	E8 → E9	450	IPR001245:456-789	IPR001245	kinase	456	789	start	456	-6	6	outside_annotated_domains	true
CBG22	msa_aligned_position	supported_comparable	0.233	672	rattus_norvegicus	Rattus norvegicus	Other mammals	XP_063137149.1	XM_063281079.1	XP_063137149.1:E8_E9	E8 → E9	450	IPR001245:456-789	IPR001245	kinase	456	789	start	456	-6	6	outside_annotated_domains	true
CBG22	msa_aligned_position	supported_comparable	0.233	672	bos_taurus	Bos taurus	Other mammals	XP_059737724.1	XM_059881741.1	XP_059737724.1:E8_E9	E8 → E9	450	IPR001245:456-789	IPR001245	kinase	456	789	start	456	-6	6	outside_annotated_domains	true
CBG22	msa_aligned_position	supported_comparable	0.233	672	sus_scrofa	Sus scrofa	Other mammals	XP_084849197.1	XM_084993071.1	XP_084849197.1:E8_E9	E8 → E9	450	IPR001245:456-780	IPR001245	kinase	456	780	start	456	-6	6	outside_annotated_domains	true
CBG22	msa_aligned_position	supported_comparable	0.233	672	ovis_aries	Ovis aries	Other mammals	XP_060260490.1	XM_060404507.1	XP_060260490.1:E8_E9	E8 → E9	450	IPR001245:456-789	IPR001245	kinase	456	789	start	456	-6	6	outside_annotated_domains	true
CBG22	msa_aligned_position	supported_comparable	0.233	672	taeniopygia_guttata	Taeniopygia guttata	Birds	XP_072787409.1	XM_072931308.1	XP_072787409.1:E9_E10	E9 → E10	500	IPR001245:506-839	IPR001245	kinase	506	839	start	506	-6	6	outside_annotated_domains	true
CBG23	msa_aligned_position	supported_comparable	0.5	722	pan_troglodytes	Pan troglodytes	Primates	XP_054516514.1	XM_054660539.2	XP_054516514.1:E9_E10	E9 → E10	500	IPR001245:456-789	IPR001245	kinase	456	789	start	456	44	44	inside_domain	true
CBG23	msa_aligned_position	supported_comparable	0.5	722	macaca_mulatta	Macaca mulatta	Primates	XP_077803775.1	XM_077947649.1	XP_077803775.1:E9_E10	E9 → E10	498	IPR001245:454-787	IPR001245	kinase	454	787	start	454	44	44	inside_domain	true
CBG23	msa_aligned_position	supported_comparable	0.5	722	callithrix_jacchus	Callithrix jacchus	Primates	XP_078202765.1	XM_078346639.1	XP_078202765.1:E9_E10	E9 → E10	500	IPR001245:456-789	IPR001245	kinase	456	789	start	456	44	44	inside_domain	true
CBG23	msa_aligned_position	supported_comparable	0.5	722	rattus_norvegicus	Rattus norvegicus	Other mammals	XP_063137149.1	XM_063281079.1	XP_063137149.1:E9_E10	E9 → E10	500	IPR001245:456-789	IPR001245	kinase	456	789	start	456	44	44	inside_domain	true
CBG23	msa_aligned_position	supported_comparable	0.5	722	oryctolagus_cuniculus	Oryctolagus cuniculus	Other mammals	XP_069913096.1	XM_070056995.1	XP_069913096.1:E9_E10	E9 → E10	500	IPR001245:456-789	IPR001245	kinase	456	789	start	456	44	44	inside_domain	true
CBG23	msa_aligned_position	supported_comparable	0.5	722	felis_catus	Felis catus	Other mammals	XP_044896695.1	XM_045040760.1	XP_044896695.1:E9_E10	E9 → E10	500	IPR001245:456-789	IPR001245	kinase	456	789	start	456	44	44	inside_domain	true
CBG23	msa_aligned_position	supported_comparable	0.5	722	bos_taurus	Bos taurus	Other mammals	XP_059737724.1	XM_059881741.1	XP_059737724.1:E9_E10	E9 → E10	500	IPR001245:456-789	IPR001245	kinase	456	789	start	456	44	44	inside_domain	true
CBG23	msa_aligned_position	supported_comparable	0.5	722	sus_scrofa	Sus scrofa	Other mammals	XP_084849197.1	XM_084993071.1	XP_084849197.1:E9_E10	E9 → E10	500	IPR001245:456-780	IPR001245	kinase	456	780	start	456	44	44	inside_domain	true
CBG23	msa_aligned_position	supported_comparable	0.5	722	equus_caballus	Equus caballus	Other mammals	XP_014588430.1	XM_014732944.3	XP_014588430.1:E10_E11	E10 → E11	550	IPR001245:506-839	IPR001245	kinase	506	839	start	506	44	44	inside_domain	true
CBG23	msa_aligned_position	supported_comparable	0.5	722	ovis_aries	Ovis aries	Other mammals	XP_060260490.1	XM_060404507.1	XP_060260490.1:E9_E10	E9 → E10	500	IPR001245:456-789	IPR001245	kinase	456	789	start	456	44	44	inside_domain	true
CBG23	msa_aligned_position	supported_comparable	0.5	722	monodelphis_domestica	Monodelphis domestica	Other mammals	XP_056659242.1	XM_056803264.1	XP_056659242.1:E9_E10	E9 → E10	499	IPR001245:455-788	IPR001245	kinase	455	788	start	455	44	44	inside_domain	true
CBG23	msa_aligned_position	supported_comparable	0.5	722	ornithorhynchus_anatinus	Ornithorhynchus anatinus	Other mammals	XP_028936644.1	XM_029080811.2	XP_028936644.1:E9_E10	E9 → E10	499	IPR001245:455-788	IPR001245	kinase	455	788	start	455	44	44	inside_domain	true
CBG23	msa_aligned_position	supported_comparable	0.5	722	gallus_gallus	Gallus gallus	Birds	NP_990650.2	NM_205319.4	NP_990650.2:E9_E10	E9 → E10	502	IPR001245:458-791	IPR001245	kinase	458	791	start	458	44	44	inside_domain	true
CBG23	msa_aligned_position	supported_comparable	0.5	722	taeniopygia_guttata	Taeniopygia guttata	Birds	XP_072787409.1	XM_072931308.1	XP_072787409.1:E10_E11	E10 → E11	550	IPR001245:506-839	IPR001245	kinase	506	839	start	506	44	44	inside_domain	true
CBG23	msa_aligned_position	supported_comparable	0.5	722	alligator_mississippiensis	Alligator mississippiensis	Reptiles	XP_006266188.1	XM_006266126.4	XP_006266188.1:E9_E10	E9 → E10	502	IPR001245:458-791	IPR001245	kinase	458	791	start	458	44	44	inside_domain	true
CBG24	msa_aligned_position	supported_comparable	0.5	763	pan_troglodytes	Pan troglodytes	Primates	XP_054516514.1	XM_054660539.2	XP_054516514.1:E10_E11	E10 → E11	541	IPR001245:456-789	IPR001245	kinase	456	789	start	456	85	85	inside_domain	true
CBG24	msa_aligned_position	supported_comparable	0.5	763	macaca_mulatta	Macaca mulatta	Primates	XP_077803775.1	XM_077947649.1	XP_077803775.1:E10_E11	E10 → E11	539	IPR001245:454-787	IPR001245	kinase	454	787	start	454	85	85	inside_domain	true
CBG24	msa_aligned_position	supported_comparable	0.5	763	callithrix_jacchus	Callithrix jacchus	Primates	XP_078202765.1	XM_078346639.1	XP_078202765.1:E10_E11	E10 → E11	541	IPR001245:456-789	IPR001245	kinase	456	789	start	456	85	85	inside_domain	true
CBG24	msa_aligned_position	supported_comparable	0.5	763	rattus_norvegicus	Rattus norvegicus	Other mammals	XP_063137149.1	XM_063281079.1	XP_063137149.1:E10_E11	E10 → E11	541	IPR001245:456-789	IPR001245	kinase	456	789	start	456	85	85	inside_domain	true
CBG24	msa_aligned_position	supported_comparable	0.5	763	oryctolagus_cuniculus	Oryctolagus cuniculus	Other mammals	XP_069913096.1	XM_070056995.1	XP_069913096.1:E10_E11	E10 → E11	541	IPR001245:456-789	IPR001245	kinase	456	789	start	456	85	85	inside_domain	true
CBG24	msa_aligned_position	supported_comparable	0.5	763	felis_catus	Felis catus	Other mammals	XP_044896695.1	XM_045040760.1	XP_044896695.1:E10_E11	E10 → E11	541	IPR001245:456-789	IPR001245	kinase	456	789	start	456	85	85	inside_domain	true
CBG24	msa_aligned_position	supported_comparable	0.5	763	bos_taurus	Bos taurus	Other mammals	XP_059737724.1	XM_059881741.1	XP_059737724.1:E10_E11	E10 → E11	541	IPR001245:456-789	IPR001245	kinase	456	789	start	456	85	85	inside_domain	true
CBG24	msa_aligned_position	supported_comparable	0.5	763	sus_scrofa	Sus scrofa	Other mammals	XP_084849197.1	XM_084993071.1	XP_084849197.1:E10_E11	E10 → E11	541	IPR001245:456-780	IPR001245	kinase	456	780	start	456	85	85	inside_domain	true
CBG24	msa_aligned_position	supported_comparable	0.5	763	equus_caballus	Equus caballus	Other mammals	XP_014588430.1	XM_014732944.3	XP_014588430.1:E11_E12	E11 → E12	591	IPR001245:506-839	IPR001245	kinase	506	839	start	506	85	85	inside_domain	true
CBG24	msa_aligned_position	supported_comparable	0.5	763	ovis_aries	Ovis aries	Other mammals	XP_060260490.1	XM_060404507.1	XP_060260490.1:E10_E11	E10 → E11	541	IPR001245:456-789	IPR001245	kinase	456	789	start	456	85	85	inside_domain	true
CBG24	msa_aligned_position	supported_comparable	0.5	763	monodelphis_domestica	Monodelphis domestica	Other mammals	XP_056659242.1	XM_056803264.1	XP_056659242.1:E10_E11	E10 → E11	540	IPR001245:455-788	IPR001245	kinase	455	788	start	455	85	85	inside_domain	true
CBG24	msa_aligned_position	supported_comparable	0.5	763	ornithorhynchus_anatinus	Ornithorhynchus anatinus	Other mammals	XP_028936644.1	XM_029080811.2	XP_028936644.1:E10_E11	E10 → E11	540	IPR001245:455-788	IPR001245	kinase	455	788	start	455	85	85	inside_domain	true
CBG24	msa_aligned_position	supported_comparable	0.5	763	gallus_gallus	Gallus gallus	Birds	NP_990650.2	NM_205319.4	NP_990650.2:E10_E11	E10 → E11	543	IPR001245:458-791	IPR001245	kinase	458	791	start	458	85	85	inside_domain	true
CBG24	msa_aligned_position	supported_comparable	0.5	763	taeniopygia_guttata	Taeniopygia guttata	Birds	XP_072787409.1	XM_072931308.1	XP_072787409.1:E11_E12	E11 → E12	591	IPR001245:506-839	IPR001245	kinase	506	839	start	506	85	85	inside_domain	true
CBG24	msa_aligned_position	supported_comparable	0.5	763	alligator_mississippiensis	Alligator mississippiensis	Reptiles	XP_006266188.1	XM_006266126.4	XP_006266188.1:E10_E11	E10 → E11	543	IPR001245:458-791	IPR001245	kinase	458	791	start	458	85	85	inside_domain	true
CBG25	msa_aligned_position	supported_comparable	0.5	800	pan_troglodytes	Pan troglodytes	Primates	XP_054516514.1	XM_054660539.2	XP_054516514.1:E11_E12	E11 → E12	578	IPR001245:456-789	IPR001245	kinase	456	789	start	456	122	122	inside_domain	true
CBG25	msa_aligned_position	supported_comparable	0.5	800	macaca_mulatta	Macaca mulatta	Primates	XP_077803775.1	XM_077947649.1	XP_077803775.1:E11_E12	E11 → E12	576	IPR001245:454-787	IPR001245	kinase	454	787	start	454	122	122	inside_domain	true
CBG25	msa_aligned_position	supported_comparable	0.5	800	callithrix_jacchus	Callithrix jacchus	Primates	XP_078202765.1	XM_078346639.1	XP_078202765.1:E11_E12	E11 → E12	578	IPR001245:456-789	IPR001245	kinase	456	789	start	456	122	122	inside_domain	true
CBG25	msa_aligned_position	supported_comparable	0.5	800	rattus_norvegicus	Rattus norvegicus	Other mammals	XP_063137149.1	XM_063281079.1	XP_063137149.1:E11_E12	E11 → E12	578	IPR001245:456-789	IPR001245	kinase	456	789	start	456	122	122	inside_domain	true
CBG25	msa_aligned_position	supported_comparable	0.5	800	oryctolagus_cuniculus	Oryctolagus cuniculus	Other mammals	XP_069913096.1	XM_070056995.1	XP_069913096.1:E11_E12	E11 → E12	578	IPR001245:456-789	IPR001245	kinase	456	789	start	456	122	122	inside_domain	true
CBG25	msa_aligned_position	supported_comparable	0.5	800	felis_catus	Felis catus	Other mammals	XP_044896695.1	XM_045040760.1	XP_044896695.1:E11_E12	E11 → E12	578	IPR001245:456-789	IPR001245	kinase	456	789	start	456	122	122	inside_domain	true
CBG25	msa_aligned_position	supported_comparable	0.5	800	bos_taurus	Bos taurus	Other mammals	XP_059737724.1	XM_059881741.1	XP_059737724.1:E11_E12	E11 → E12	578	IPR001245:456-789	IPR001245	kinase	456	789	start	456	122	122	inside_domain	true
CBG25	msa_aligned_position	supported_comparable	0.5	800	sus_scrofa	Sus scrofa	Other mammals	XP_084849197.1	XM_084993071.1	XP_084849197.1:E11_E12	E11 → E12	578	IPR001245:456-780	IPR001245	kinase	456	780	start	456	122	122	inside_domain	true
CBG25	msa_aligned_position	supported_comparable	0.5	800	equus_caballus	Equus caballus	Other mammals	XP_014588430.1	XM_014732944.3	XP_014588430.1:E12_E13	E12 → E13	628	IPR001245:506-839	IPR001245	kinase	506	839	start	506	122	122	inside_domain	true
CBG25	msa_aligned_position	supported_comparable	0.5	800	ovis_aries	Ovis aries	Other mammals	XP_060260490.1	XM_060404507.1	XP_060260490.1:E11_E12	E11 → E12	578	IPR001245:456-789	IPR001245	kinase	456	789	start	456	122	122	inside_domain	true
CBG25	msa_aligned_position	supported_comparable	0.5	800	monodelphis_domestica	Monodelphis domestica	Other mammals	XP_056659242.1	XM_056803264.1	XP_056659242.1:E11_E12	E11 → E12	577	IPR001245:455-788	IPR001245	kinase	455	788	start	455	122	122	inside_domain	true
CBG25	msa_aligned_position	supported_comparable	0.5	800	ornithorhynchus_anatinus	Ornithorhynchus anatinus	Other mammals	XP_028936644.1	XM_029080811.2	XP_028936644.1:E11_E12	E11 → E12	577	IPR001245:455-788	IPR001245	kinase	455	788	start	455	122	122	inside_domain	true
CBG25	msa_aligned_position	supported_comparable	0.5	800	gallus_gallus	Gallus gallus	Birds	NP_990650.2	NM_205319.4	NP_990650.2:E11_E12	E11 → E12	580	IPR001245:458-791	IPR001245	kinase	458	791	start	458	122	122	inside_domain	true
CBG25	msa_aligned_position	supported_comparable	0.5	800	taeniopygia_guttata	Taeniopygia guttata	Birds	XP_072787409.1	XM_072931308.1	XP_072787409.1:E12_E13	E12 → E13	628	IPR001245:506-839	IPR001245	kinase	506	839	start	506	122	122	inside_domain	true
