species	isoform	final_isoform_label	transcript_id	protein_id	protein_length	boundary_type	boundary_label	boundary_aa	nearest_domain_label	nearest_domain_class	nearest_domain_start_aa	nearest_domain_end_aa	nearest_domain_boundary_type	distance_to_nearest_domain_boundary	boundary_class	architecture_qc_status	exon_block_display_status	source_coordinate_status	notes
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_start	exon 4 (CDS4)	175	Ig2	Ig-like	193	271	start	18	between_domains	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_end	exon 4 (CDS4)	231	Ig2	Ig-like	193	271	start	38	within_domain	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_start	exon 5 (CDS5)	232	Ig2	Ig-like	193	271	start	39	within_domain	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_end	exon 5 (CDS5)	273	Ig2	Ig-like	193	271	end	2	aligned_to_domain_boundary	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_start	exon 6 (CDS6)	273	Ig2	Ig-like	193	271	end	2	aligned_to_domain_boundary	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_end	exon 6 (CDS6)	336	Ig3	Ig-like	286	380	end	44	within_domain	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_start	exon 8 (CDS8)	383	Ig3	Ig-like	286	380	end	3	aligned_to_domain_boundary	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_end	exon 8 (CDS8)	451	kinase	kinase	458	787	start	7	near_domain_boundary	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_start	exon 9 (CDS9)	451	kinase	kinase	458	787	start	7	near_domain_boundary	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_end	exon 9 (CDS9)	497	kinase	kinase	458	787	start	39	within_domain	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_start	exon 10 (CDS10)	497	kinase	kinase	458	787	start	39	within_domain	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_end	exon 10 (CDS10)	538	kinase	kinase	458	787	start	80	within_domain	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_start	exon 11 (CDS11)	538	kinase	kinase	458	787	start	80	within_domain	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_end	exon 11 (CDS11)	575	kinase	kinase	458	787	start	117	within_domain	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_start	exon 12 (CDS12)	575	kinase	kinase	458	787	start	117	within_domain	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_end	exon 12 (CDS12)	638	kinase	kinase	458	787	end	149	within_domain	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_start	exon 13 (CDS13)	639	kinase	kinase	458	787	end	148	within_domain	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_end	exon 13 (CDS13)	679	kinase	kinase	458	787	end	108	within_domain	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_start	exon 14 (CDS14)	680	kinase	kinase	458	787	end	107	within_domain	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_end	exon 14 (CDS14)	703	kinase	kinase	458	787	end	84	within_domain	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_start	exon 15 (CDS15)	703	kinase	kinase	458	787	end	84	within_domain	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_end	exon 15 (CDS15)	749	kinase	kinase	458	787	end	38	within_domain	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_start	exon 16 (CDS16)	749	kinase	kinase	458	787	end	38	within_domain	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_end	exon 16 (CDS16)	784	kinase	kinase	458	787	end	3	aligned_to_domain_boundary	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_start	exon 17 (CDS17)	785	kinase	kinase	458	787	end	2	aligned_to_domain_boundary	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIb	IIIb	XM_068224938.2	XP_068081039.1	838	coding_exon_end	exon 17 (CDS17)	838	kinase	kinase	458	787	end	51	between_domains	architecture_supported_with_minor_flags	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	cassette_start	exon 7 (IIIc cassette)	337	Ig3	Ig-like	286	382	end	45	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	cassette boundary (primary thesis metric)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	cassette_end	exon 7 (IIIc cassette)	383	Ig3	Ig-like	286	382	end	1	aligned_to_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	cassette boundary (primary thesis metric)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_start	exon 1 (CDS1)	1	Ig1	Ig-like	75	137	start	74	between_domains	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_end	exon 1 (CDS1)	61	Ig1	Ig-like	75	137	start	14	near_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_start	exon 2 (CDS2)	61	Ig1	Ig-like	75	137	start	14	near_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_end	exon 2 (CDS2)	150	Ig1	Ig-like	75	137	end	13	near_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_start	exon 3 (CDS3)	150	Ig1	Ig-like	75	137	end	13	near_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_end	exon 3 (CDS3)	175	Ig2	Ig-like	193	271	start	18	between_domains	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_start	exon 4 (CDS4)	175	Ig2	Ig-like	193	271	start	18	between_domains	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_end	exon 4 (CDS4)	231	Ig2	Ig-like	193	271	start	38	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_start	exon 5 (CDS5)	232	Ig2	Ig-like	193	271	start	39	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_end	exon 5 (CDS5)	273	Ig2	Ig-like	193	271	end	2	aligned_to_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_start	exon 6 (CDS6)	273	Ig2	Ig-like	193	271	end	2	aligned_to_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_end	exon 6 (CDS6)	336	Ig3	Ig-like	286	382	end	46	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_start	exon 8 (CDS8)	383	Ig3	Ig-like	286	382	end	1	aligned_to_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_end	exon 8 (CDS8)	451	kinase	kinase	460	789	start	9	near_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_start	exon 9 (CDS9)	451	kinase	kinase	460	789	start	9	near_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_end	exon 9 (CDS9)	497	kinase	kinase	460	789	start	37	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_start	exon 10 (CDS10)	497	kinase	kinase	460	789	start	37	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_end	exon 10 (CDS10)	538	kinase	kinase	460	789	start	78	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_start	exon 11 (CDS11)	538	kinase	kinase	460	789	start	78	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_end	exon 11 (CDS11)	575	kinase	kinase	460	789	start	115	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_start	exon 12 (CDS12)	575	kinase	kinase	460	789	start	115	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_end	exon 12 (CDS12)	638	kinase	kinase	460	789	end	151	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_start	exon 13 (CDS13)	639	kinase	kinase	460	789	end	150	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_end	exon 13 (CDS13)	679	kinase	kinase	460	789	end	110	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_start	exon 14 (CDS14)	680	kinase	kinase	460	789	end	109	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_end	exon 14 (CDS14)	703	kinase	kinase	460	789	end	86	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_start	exon 15 (CDS15)	703	kinase	kinase	460	789	end	86	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_end	exon 15 (CDS15)	749	kinase	kinase	460	789	end	40	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_start	exon 16 (CDS16)	749	kinase	kinase	460	789	end	40	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_end	exon 16 (CDS16)	784	kinase	kinase	460	789	end	5	near_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_start	exon 17 (CDS17)	785	kinase	kinase	460	789	end	4	near_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
danio_rerio	IIIc	IIIc	XM_068224937.2	XP_068081038.1	840	coding_exon_end	exon 17 (CDS17)	839	kinase	kinase	460	789	end	50	between_domains	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	cassette_start	exon 8 (IIIb cassette)	383	Ig3	Ig-like	332	426	end	43	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	cassette boundary (primary thesis metric)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	cassette_end	exon 8 (IIIb cassette)	431	Ig3	Ig-like	332	426	end	5	near_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	cassette boundary (primary thesis metric)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_start	exon 1 (CDS1)	1	Ig1	Ig-like	114	178	start	113	between_domains	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_end	exon 1 (CDS1)	9	Ig1	Ig-like	114	178	start	105	between_domains	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_start	exon 2 (CDS2)	9	Ig1	Ig-like	114	178	start	105	between_domains	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_end	exon 2 (CDS2)	106	Ig1	Ig-like	114	178	start	8	near_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_start	exon 3 (CDS3)	106	Ig1	Ig-like	114	178	start	8	near_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_end	exon 3 (CDS3)	195	Ig1	Ig-like	114	178	end	17	between_domains	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_start	exon 4 (CDS4)	195	Ig1	Ig-like	114	178	end	17	between_domains	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_end	exon 4 (CDS4)	221	Ig2	Ig-like	240	317	start	19	between_domains	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_start	exon 5 (CDS5)	221	Ig2	Ig-like	240	317	start	19	between_domains	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_end	exon 5 (CDS5)	277	Ig2	Ig-like	240	317	start	37	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_start	exon 6 (CDS6)	278	Ig2	Ig-like	240	317	start	38	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_end	exon 6 (CDS6)	319	Ig2	Ig-like	240	317	end	2	aligned_to_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_start	exon 7 (CDS7)	319	Ig2	Ig-like	240	317	end	2	aligned_to_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_end	exon 7 (CDS7)	382	Ig3	Ig-like	332	426	end	44	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_start	exon 9 (CDS9)	431	Ig3	Ig-like	332	426	end	5	near_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_end	exon 9 (CDS9)	498	kinase	kinase	507	840	start	9	near_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_start	exon 10 (CDS10)	499	kinase	kinase	507	840	start	8	near_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_end	exon 10 (CDS10)	549	kinase	kinase	507	840	start	42	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_start	exon 11 (CDS11)	549	kinase	kinase	507	840	start	42	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_end	exon 11 (CDS11)	590	kinase	kinase	507	840	start	83	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_start	exon 12 (CDS12)	590	kinase	kinase	507	840	start	83	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_end	exon 12 (CDS12)	627	kinase	kinase	507	840	start	120	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_start	exon 13 (CDS13)	627	kinase	kinase	507	840	start	120	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_end	exon 13 (CDS13)	690	kinase	kinase	507	840	end	150	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_start	exon 14 (CDS14)	691	kinase	kinase	507	840	end	149	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_end	exon 14 (CDS14)	731	kinase	kinase	507	840	end	109	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_start	exon 15 (CDS15)	732	kinase	kinase	507	840	end	108	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_end	exon 15 (CDS15)	755	kinase	kinase	507	840	end	85	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_start	exon 16 (CDS16)	755	kinase	kinase	507	840	end	85	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_end	exon 16 (CDS16)	801	kinase	kinase	507	840	end	39	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_start	exon 17 (CDS17)	801	kinase	kinase	507	840	end	39	within_domain	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_end	exon 17 (CDS17)	836	kinase	kinase	507	840	end	4	near_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_start	exon 18 (CDS18)	837	kinase	kinase	507	840	end	3	aligned_to_domain_boundary	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIb	IIIb	XM_014732943.3	XP_014588429.1	887	coding_exon_end	exon 18 (CDS18)	887	kinase	kinase	507	840	end	47	between_domains	architecture_supported_with_minor_flags	figure3C_native	keep	coding-exon boundary (context)
equus_caballus	IIIc	IIIc	XM_014732944.3	XP_014588430.1	886	cassette_start	exon 8 (IIIc cassette)	383	Ig3	Ig-like	335	415	end	32	within_domain	architecture_supported_with_minor_flags	minor_length_clamped	clamp_to_protein_length_with_minor_flag	cassette boundary (primary thesis metric)
equus_caballus	IIIc	IIIc	XM_014732944.3	XP_014588430.1	886	cassette_end	exon 8 (IIIc cassette)	432	TM	TM	443	465	start	11	near_domain_boundary	architecture_supported_with_minor_flags	minor_length_clamped	clamp_to_protein_length_with_minor_flag	cassette boundary (primary thesis metric)
equus_caballus	IIIc	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon_start	exon 1 (CDS1)	1	Ig1	Ig-like	114	178	start	113	between_domains	architecture_supported_with_minor_flags	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
equus_caballus	IIIc	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon_end	exon 1 (CDS1)	9	Ig1	Ig-like	114	178	start	105	between_domains	architecture_supported_with_minor_flags	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
equus_caballus	IIIc	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon_start	exon 2 (CDS2)	9	Ig1	Ig-like	114	178	start	105	between_domains	architecture_supported_with_minor_flags	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
equus_caballus	IIIc	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon_end	exon 2 (CDS2)	106	Ig1	Ig-like	114	178	start	8	near_domain_boundary	architecture_supported_with_minor_flags	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
equus_caballus	IIIc	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon_start	exon 3 (CDS3)	106	Ig1	Ig-like	114	178	start	8	near_domain_boundary	architecture_supported_with_minor_flags	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
equus_caballus	IIIc	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon_end	exon 3 (CDS3)	195	Ig1	Ig-like	114	178	end	17	between_domains	architecture_supported_with_minor_flags	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
equus_caballus	IIIc	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon_start	exon 4 (CDS4)	195	Ig1	Ig-like	114	178	end	17	between_domains	architecture_supported_with_minor_flags	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
equus_caballus	IIIc	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon_end	exon 4 (CDS4)	221	Ig2	Ig-like	240	317	start	19	between_domains	architecture_supported_with_minor_flags	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
equus_caballus	IIIc	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon_start	exon 5 (CDS5)	221	Ig2	Ig-like	240	317	start	19	between_domains	architecture_supported_with_minor_flags	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
equus_caballus	IIIc	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon_end	exon 5 (CDS5)	277	Ig2	Ig-like	240	317	start	37	within_domain	architecture_supported_with_minor_flags	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
equus_caballus	IIIc	IIIc	XM_014732944.3	XP_014588430.1	886	coding_exon_start	exon 6 (CDS6)	278	Ig2	Ig-like	240	317	start	38	within_domain	architecture_supported_with_minor_flags	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
